home_team,away_team,home_score,away_score,home_odds,away_odds,date,season,league,venue,attendance,over_under,home_rating,away_rating
Warriors,Timberwolves,123,120,1.17,7.0,1992-03-18,1992,NBA,Warriors,,,1590.2157,1279.0358
Lakers,Trailblazers,93,98,4.49,1.29,1992-03-18,1992,NBA,Lakers,,,1475.4858,1692.4092
Heat,Pacers,111,116,2.89,1.53,1992-03-18,1992,NBA,Heat,,,1411.2805,1521.7921
Spurs,Kings,118,89,1.2,6.13,1992-03-18,1992,NBA,Spurs,,,1597.0604,1313.1132
Rockets,Thunder,91,112,2.09,1.92,1992-03-19,1992,NBA,Rockets,,,1513.6112,1528.6461
Knicks,Bucks,96,92,1.54,2.86,1992-03-19,1992,NBA,Knicks,,,1556.4799,1449.108
Sixers,Pelicans,116,123,2.16,1.86,1992-03-19,1992,NBA,Sixers,,,1436.1204,1462.5087
Jazz,Nuggets,115,100,1.18,6.61,1992-03-19,1992,NBA,Jazz,,,1624.8073,1325.1628
Wizards,Bulls,100,106,12.7,1.09,1992-03-19,1992,NBA,Wizards,,,1353.1891,1780.5057
Pelicans,Hawks,110,112,1.97,2.04,1992-03-20,1992,NBA,Pelicans,,,1473.314,1467.236
Cavaliers,Warriors,122,107,1.92,2.09,1992-03-20,1992,NBA,Cavaliers,,,1605.4691,1590.937
Mavericks,Kings,96,125,2.27,1.79,1992-03-20,1992,NBA,Mavericks,,,1268.4519,1309.887
Pistons,Celtics,99,104,1.66,2.52,1992-03-20,1992,NBA,Pistons,,,1583.4252,1510.299
Pacers,Bucks,102,97,1.62,2.6,1992-03-20,1992,NBA,Pacers,,,1528.5597,1446.5846
Lakers,Timberwolves,131,121,1.33,4.03,1992-03-20,1992,NBA,Lakers,,,1471.1379,1278.3145
Nets,Wizards,99,96,1.5,3.0,1992-03-20,1992,NBA,Nets,,,1472.0742,1351.5724
Suns,Clippers,101,114,1.49,3.03,1992-03-20,1992,NBA,Suns,,,1619.5052,1496.7573
Bulls,Magic,108,111,1.06,15.0,1992-03-21,1992,NBA,Bulls,,,1782.1224,1288.265
Nuggets,Clippers,87,114,4.1,1.32,1992-03-21,1992,NBA,Nuggets,,,1323.3046,1520.1008
Rockets,Kings,97,100,1.41,3.44,1992-03-21,1992,NBA,Rockets,,,1491.0675,1336.0063
Knicks,Heat,105,88,1.41,3.43,1992-03-21,1992,NBA,Knicks,,,1559.0033,1404.5129
Suns,Timberwolves,121,105,1.16,7.33,1992-03-21,1992,NBA,Suns,,,1596.1617,1275.6853
Spurs,Thunder,101,96,1.75,2.33,1992-03-21,1992,NBA,Spurs,,,1600.2866,1551.1898
Jazz,Trailblazers,95,77,2.5,1.67,1992-03-21,1992,NBA,Jazz,,,1626.6655,1696.7571
Celtics,Warriors,114,97,2.41,1.71,1992-03-22,1992,NBA,Celtics,,,1522.2317,1582.5282
Pelicans,Pistons,113,101,2.83,1.55,1992-03-22,1992,NBA,Pelicans,,,1466.4702,1571.4924
Cavaliers,Hawks,123,80,1.45,3.24,1992-03-22,1992,NBA,Cavaliers,,,1613.8779,1474.0797
Mavericks,Thunder,105,113,6.79,1.17,1992-03-22,1992,NBA,Mavericks,,,1242.3325,1547.4463
Pacers,Sixers,108,100,1.54,2.85,1992-03-22,1992,NBA,Pacers,,,1531.7504,1425.3151
Heat,Nets,107,100,2.53,1.65,1992-03-22,1992,NBA,Heat,,,1399.9442,1474.1593
Bucks,Wizards,109,88,1.58,2.72,1992-03-22,1992,NBA,Bucks,,,1443.3939,1349.4873
Hawks,Warriors,126,125,2.84,1.54,1992-03-23,1992,NBA,Hawks,,,1464.4628,1569.9469
Timberwolves,Nuggets,95,100,2.23,1.81,1992-03-23,1992,NBA,Timberwolves,,,1273.9679,1309.6082
Nets,Pelicans,123,120,2.07,1.93,1992-03-23,1992,NBA,Nets,,,1466.5272,1478.3223
Sixers,Spurs,105,92,3.86,1.35,1992-03-23,1992,NBA,Sixers,,,1421.6752,1604.0302
Bulls,Nuggets,116,103,1.08,13.82,1992-03-24,1992,NBA,Bulls,,,1761.4971,1318.3865
Cavaliers,Pacers,128,113,1.6,2.66,1992-03-24,1992,NBA,Cavaliers,,,1623.4949,1535.3903
Knicks,Magic,126,117,1.23,5.33,1992-03-24,1992,NBA,Knicks,,,1563.572,1308.8904
Trailblazers,Mavericks,109,83,1.08,13.92,1992-03-24,1992,NBA,Trailblazers,,,1683.1598,1238.668
Kings,Bucks,113,102,2.81,1.55,1992-03-24,1992,NBA,Kings,,,1347.4242,1450.6333
Thunder,Rockets,128,106,1.66,2.51,1992-03-24,1992,NBA,Thunder,,,1551.1108,1479.6497
Pelicans,Spurs,113,108,2.92,1.52,1992-03-25,1992,NBA,Pelicans,,,1474.3982,1587.861
Pistons,Warriors,99,103,2.04,1.97,1992-03-25,1992,NBA,Pistons,,,1559.6404,1565.8231
Timberwolves,Heat,97,105,3.27,1.44,1992-03-25,1992,NBA,Timberwolves,,,1265.1897,1407.5763
Nets,Celtics,110,118,2.45,1.69,1992-03-25,1992,NBA,Nets,,,1470.4513,1534.813
Magic,Cavaliers,96,106,7.39,1.16,1992-03-25,1992,NBA,Magic,,,1307.1481,1629.4156
Suns,Bucks,132,104,1.4,3.49,1992-03-25,1992,NBA,Suns,,,1597.8792,1439.4916
Jazz,Sixers,100,94,1.31,4.21,1992-03-25,1992,NBA,Jazz,,,1640.2628,1437.8444
Wizards,Pacers,109,131,3.94,1.34,1992-03-25,1992,NBA,Wizards,,,1342.2479,1529.4695
Hawks,Wizards,107,95,1.45,3.22,1992-03-26,1992,NBA,Hawks,,,1468.5865,1329.9048
Nuggets,Knicks,104,106,5.16,1.24,1992-03-26,1992,NBA,Nuggets,,,1317.6685,1565.3143
Clippers,Rockets,109,95,1.7,2.43,1992-03-26,1992,NBA,Clippers,,,1533.7972,1471.2885
Lakers,Mavericks,115,92,1.26,4.9,1992-03-26,1992,NBA,Lakers,,,1473.7671,1237.5221
Kings,Trailblazers,106,128,7.52,1.15,1992-03-26,1992,NBA,Kings,,,1358.5659,1684.3057
Celtics,Pistons,106,87,2.03,1.97,1992-03-27,1992,NBA,Celtics,,,1545.114,1551.0001
Pelicans,Cavaliers,115,121,3.39,1.42,1992-03-27,1992,NBA,Pelicans,,,1481.7877,1633.2509
Pacers,Warriors,117,125,2.21,1.83,1992-03-27,1992,NBA,Pacers,,,1541.8126,1574.4634
Heat,Spurs,118,101,3.59,1.39,1992-03-27,1992,NBA,Heat,,,1415.2917,1580.4714
Timberwolves,Hawks,103,105,4.45,1.29,1992-03-27,1992,NBA,Timberwolves,,,1257.4742,1472.5334
Suns,Sixers,117,113,1.38,3.63,1992-03-27,1992,NBA,Suns,,,1604.2327,1435.9863
Thunder,Bucks,96,95,1.48,3.07,1992-03-27,1992,NBA,Thunder,,,1559.472,1433.1381
Jazz,Lakers,92,103,1.39,3.58,1992-03-27,1992,NBA,Jazz,,,1642.1208,1477.359
Bulls,Cavaliers,126,102,1.49,3.03,1992-03-28,1992,NBA,Bulls,,,1762.2151,1639.5857
Nuggets,Suns,101,121,6.34,1.19,1992-03-28,1992,NBA,Nuggets,,,1315.0803,1606.0648
Clippers,Bucks,103,95,1.54,2.87,1992-03-28,1992,NBA,Clippers,,,1540.2124,1431.6755
Nets,Warriors,148,153,3.06,1.48,1992-03-28,1992,NBA,Nets,,,1460.1503,1585.897
Magic,Heat,100,109,3.12,1.47,1992-03-28,1992,NBA,Magic,,,1303.3129,1433.6106
Trailblazers,Rockets,115,95,1.27,4.67,1992-03-28,1992,NBA,Trailblazers,,,1690.6613,1464.8733
Thunder,Knicks,87,92,2.04,1.96,1992-03-28,1992,NBA,Thunder,,,1560.9346,1567.9025
Wizards,Pelicans,113,97,3.36,1.42,1992-03-28,1992,NBA,Wizards,,,1325.9579,1475.4529
Celtics,Hawks,117,93,1.63,2.59,1992-03-29,1992,NBA,Celtics,,,1555.9275,1475.5441
Mavericks,Nuggets,105,98,2.53,1.65,1992-03-29,1992,NBA,Mavericks,,,1233.9302,1307.9799
Pistons,Spurs,107,103,2.13,1.88,1992-03-29,1992,NBA,Pistons,,,1540.1866,1562.1526
Lakers,Sixers,117,88,1.68,2.46,1992-03-29,1992,NBA,Lakers,,,1500.3024,1434.1542
Timberwolves,Kings,86,112,2.76,1.57,1992-03-29,1992,NBA,Timberwolves,,,1254.4636,1352.2103
Trailblazers,Knicks,96,107,1.51,2.96,1992-03-29,1992,NBA,Trailblazers,,,1694.1155,1577.4944
Pelicans,Magic,123,112,1.39,3.57,1992-03-30,1992,NBA,Pelicans,,,1458.7433,1294.636
Warriors,Sixers,124,106,1.38,3.64,1992-03-30,1992,NBA,Warriors,,,1592.2822,1423.6997
Nets,Spurs,117,109,2.82,1.55,1992-03-30,1992,NBA,Nets,,,1453.765,1557.5148
Jazz,Bucks,120,100,1.33,4.0,1992-03-30,1992,NBA,Jazz,,,1619.1775,1428.0745
Cavaliers,Heat,123,114,1.33,3.99,1992-03-31,1992,NBA,Cavaliers,,,1632.7164,1442.2875
Nuggets,Timberwolves,114,121,1.68,2.46,1992-03-31,1992,NBA,Nuggets,,,1300.3527,1234.5822
Pistons,Clippers,81,97,1.99,2.01,1992-03-31,1992,NBA,Pistons,,,1544.8245,1543.8135
Rockets,Lakers,101,107,2.33,1.75,1992-03-31,1992,NBA,Rockets,,,1461.4191,1510.7568
Knicks,Bulls,90,96,3.67,1.37,1992-03-31,1992,NBA,Knicks,,,1598.187,1769.0844
Suns,Trailblazers,128,111,2.41,1.71,1992-03-31,1992,NBA,Suns,,,1613.1653,1673.4229
Kings,Warriors,136,148,4.64,1.27,1992-03-31,1992,NBA,Kings,,,1372.0918,1596.6864
Thunder,Jazz,122,103,2.51,1.66,1992-03-31,1992,NBA,Thunder,,,1551.3428,1623.3669
Celtics,Wizards,120,106,1.28,4.58,1992-04-01,1992,NBA,Celtics,,,1564.4375,1342.6675
Bulls,Pelicans,100,94,1.17,7.06,1992-04-01,1992,NBA,Bulls,,,1774.9292,1462.0052
Mavericks,Magic,102,89,2.33,1.75,1992-04-01,1992,NBA,Mavericks,,,1241.5574,1291.374
Pacers,Hawks,137,117,1.69,2.44,1992-04-01,1992,NBA,Pacers,,,1530.379,1467.0341
Bucks,Nets,117,121,2.25,1.8,1992-04-01,1992,NBA,Bucks,,,1423.885,1462.97
Sixers,Heat,108,91,2.13,1.89,1992-04-01,1992,NBA,Sixers,,,1419.2955,1439.7887
Spurs,Lakers,104,86,1.85,2.18,1992-04-01,1992,NBA,Spurs,,,1548.3098,1519.9832
Pelicans,Knicks,96,117,3.13,1.47,1992-04-02,1992,NBA,Pelicans,,,1461.0177,1592.3422
Cavaliers,Clippers,115,98,1.66,2.51,1992-04-02,1992,NBA,Cavaliers,,,1635.2152,1563.4335
Rockets,Nuggets,137,114,1.38,3.6,1992-04-02,1992,NBA,Rockets,,,1452.1927,1286.3479
Suns,Warriors,109,105,1.88,2.14,1992-04-02,1992,NBA,Suns,,,1625.7446,1603.6279
Trailblazers,Jazz,118,86,1.74,2.35,1992-04-02,1992,NBA,Trailblazers,,,1660.8435,1609.1473
Kings,Thunder,103,111,4.17,1.32,1992-04-02,1992,NBA,Kings,,,1365.1503,1565.5624
Bulls,Clippers,114,103,1.28,4.54,1992-04-03,1992,NBA,Bulls,,,1775.9167,1556.4502
Mavericks,Timberwolves,95,104,1.98,2.02,1992-04-03,1992,NBA,Mavericks,,,1251.6475,1248.5869
Warriors,Kings,124,116,1.25,5.0,1992-04-03,1992,NBA,Warriors,,,1599.812,1359.1095
Pacers,Celtics,101,97,2.18,1.85,1992-04-03,1992,NBA,Pacers,,,1538.5162,1567.2117
Lakers,Thunder,91,96,2.42,1.71,1992-04-03,1992,NBA,Lakers,,,1511.0524,1571.6031
Heat,Cavaliers,100,103,4.41,1.29,1992-04-03,1992,NBA,Heat,,,1429.1147,1642.1985
Nets,Bucks,122,103,1.73,2.37,1992-04-03,1992,NBA,Nets,,,1470.7722,1416.0828
Knicks,Hawks,115,94,1.43,3.35,1992-04-03,1992,NBA,Knicks,,,1607.3888,1458.8969
Spurs,Magic,106,113,1.2,5.9,1992-04-03,1992,NBA,Spurs,,,1557.2406,1281.2839
Jazz,Suns,113,94,2.21,1.83,1992-04-03,1992,NBA,Jazz,,,1597.1057,1629.5605
Wizards,Pistons,119,85,3.91,1.34,1992-04-03,1992,NBA,Wizards,,,1339.8933,1525.2045
Hawks,Sixers,121,126,1.87,2.14,1992-04-04,1992,NBA,Hawks,,,1453.439,1429.9695
Pelicans,Wizards,118,109,1.65,2.53,1992-04-04,1992,NBA,Pelicans,,,1445.9711,1371.7996
Rockets,Magic,110,101,1.41,3.44,1992-04-04,1992,NBA,Rockets,,,1457.4954,1302.8679
Celtics,Bulls,97,86,4.47,1.29,1992-04-05,1992,NBA,Celtics,,,1562.4396,1778.3228
Cavaliers,Knicks,97,93,1.83,2.21,1992-04-05,1992,NBA,Cavaliers,,,1645.7131,1612.8467
Nuggets,Spurs,87,90,5.33,1.23,1992-04-05,1992,NBA,Nuggets,,,1281.0453,1535.6566
Pistons,Heat,104,80,1.68,2.48,1992-04-05,1992,NBA,Pistons,,,1493.2982,1425.6001
Warriors,Trailblazers,122,130,2.51,1.66,1992-04-05,1992,NBA,Warriors,,,1601.5719,1672.8851
Pacers,Nets,120,128,1.69,2.45,1992-04-05,1992,NBA,Pacers,,,1543.2883,1478.9597
Lakers,Suns,109,104,2.93,1.52,1992-04-05,1992,NBA,Lakers,,,1502.9641,1617.4425
Bucks,Clippers,96,97,3.32,1.43,1992-04-05,1992,NBA,Bucks,,,1407.8953,1554.0442
Timberwolves,Jazz,93,91,8.37,1.14,1992-04-05,1992,NBA,Timberwolves,,,1262.2531,1609.2238
Kings,Mavericks,103,89,1.5,2.99,1992-04-05,1992,NBA,Kings,,,1357.3496,1237.9813
Bulls,Bucks,116,101,1.13,8.84,1992-04-07,1992,NBA,Bulls,,,1762.282,1404.512
Cavaliers,Celtics,97,100,1.67,2.5,1992-04-07,1992,NBA,Cavaliers,,,1649.3444,1578.4803
Nuggets,Jazz,101,124,7.36,1.16,1992-04-07,1992,NBA,Nuggets,,,1278.1487,1599.5217
Heat,Wizards,100,89,1.75,2.33,1992-04-07,1992,NBA,Heat,,,1416.5428,1367.213
Timberwolves,Clippers,108,115,6.17,1.19,1992-04-07,1992,NBA,Timberwolves,,,1271.9551,1557.4275
Nets,Hawks,97,104,1.75,2.34,1992-04-07,1992,NBA,Nets,,,1494.0192,1442.9664
Knicks,Pistons,94,103,1.54,2.85,1992-04-07,1992,NBA,Knicks,,,1609.2155,1502.3555
Magic,Pelicans,135,110,3.38,1.42,1992-04-07,1992,NBA,Magic,,,1299.834,1450.5576
Suns,Kings,103,101,1.24,5.17,1992-04-07,1992,NBA,Suns,,,1610.0261,1362.1747
Trailblazers,Warriors,110,101,1.59,2.69,1992-04-07,1992,NBA,Trailblazers,,,1682.9432,1591.5138
Spurs,Rockets,92,95,1.64,2.57,1992-04-07,1992,NBA,Spurs,,,1538.5532,1460.5293
Thunder,Lakers,117,88,1.67,2.49,1992-04-07,1992,NBA,Thunder,,,1579.6914,1510.3805
Celtics,Knicks,93,89,2.02,1.98,1992-04-08,1992,NBA,Celtics,,,1587.9067,1591.3256
Warriors,Mavericks,110,91,1.13,8.68,1992-04-08,1992,NBA,Warriors,,,1587.3038,1233.1563
Bucks,Pacers,107,122,3.05,1.49,1992-04-08,1992,NBA,Bucks,,,1403.1932,1528.2289
Sixers,Pistons,71,89,2.58,1.63,1992-04-08,1992,NBA,Sixers,,,1440.442,1520.2454
Wizards,Nets,103,109,2.99,1.5,1992-04-08,1992,NBA,Wizards,,,1361.3619,1480.5334
Cavaliers,Pelicans,141,134,1.29,4.39,1992-04-09,1992,NBA,Cavaliers,,,1639.918,1427.678
Clippers,Trailblazers,106,100,3.07,1.48,1992-04-09,1992,NBA,Clippers,,,1561.176,1687.1532
Lakers,Spurs,94,102,2.18,1.85,1992-04-09,1992,NBA,Lakers,,,1500.0859,1528.9584
Timberwolves,Rockets,102,117,4.2,1.31,1992-04-09,1992,NBA,Timberwolves,,,1268.2065,1470.1241
Magic,Hawks,96,94,3.16,1.46,1992-04-09,1992,NBA,Magic,,,1322.7136,1456.4521
Kings,Nuggets,124,107,1.6,2.68,1992-04-09,1992,NBA,Kings,,,1361.2754,1271.4403
Thunder,Suns,119,104,2.13,1.89,1992-04-09,1992,NBA,Thunder,,,1589.986,1610.9254
Jazz,Mavericks,113,90,1.12,9.64,1992-04-09,1992,NBA,Jazz,,,1606.2301,1231.5741
Celtics,Bucks,109,100,1.31,4.18,1992-04-10,1992,NBA,Celtics,,,1592.1863,1390.9436
Pistons,Pelicans,125,106,1.53,2.89,1992-04-10,1992,NBA,Pistons,,,1536.6249,1425.764
Pacers,Bulls,96,108,4.61,1.28,1992-04-10,1992,NBA,Pacers,,,1540.4785,1763.6007
Nets,Cavaliers,110,86,3.43,1.41,1992-04-10,1992,NBA,Nets,,,1487.7295,1641.8319
Knicks,Sixers,115,99,1.39,3.56,1992-04-10,1992,NBA,Knicks,,,1587.046,1424.0625
Trailblazers,Thunder,113,106,1.64,2.57,1992-04-10,1992,NBA,Trailblazers,,,1678.667,1599.8158
Wizards,Heat,93,108,2.48,1.68,1992-04-10,1992,NBA,Wizards,,,1354.1659,1422.3939
Hawks,Nets,118,98,2.41,1.71,1992-04-11,1992,NBA,Hawks,,,1451.0055,1510.2008
Bulls,Pacers,108,106,1.26,4.92,1992-04-11,1992,NBA,Bulls,,,1770.5894,1533.4899
Warriors,Suns,134,125,2.07,1.93,1992-04-11,1992,NBA,Warriors,,,1588.886,1601.0956
Rockets,Mavericks,92,99,1.24,5.19,1992-04-11,1992,NBA,Rockets,,,1479.0222,1229.974
Clippers,Nuggets,122,88,1.17,6.77,1992-04-11,1992,NBA,Clippers,,,1569.6622,1265.0543
Lakers,Jazz,90,93,2.99,1.5,1992-04-11,1992,NBA,Lakers,,,1488.515,1607.8302
Heat,Magic,105,101,1.53,2.88,1992-04-11,1992,NBA,Heat,,,1437.4683,1328.1603
Kings,Timberwolves,114,94,1.54,2.87,1992-04-11,1992,NBA,Kings,,,1367.6614,1259.3085
Pelicans,Celtics,102,128,3.74,1.37,1992-04-12,1992,NBA,Pelicans,,,1419.5682,1594.5404
Cavaliers,Wizards,114,91,1.2,6.02,1992-04-12,1992,NBA,Cavaliers,,,1619.3606,1339.0916
Pistons,Knicks,72,61,2.32,1.76,1992-04-12,1992,NBA,Pistons,,,1542.8207,1591.236
Sixers,Bucks,90,94,1.84,2.2,1992-04-12,1992,NBA,Sixers,,,1419.8726,1388.5895
Trailblazers,Spurs,123,97,1.44,3.26,1992-04-12,1992,NBA,Trailblazers,,,1682.5408,1540.5293
Thunder,Timberwolves,126,116,1.14,8.21,1992-04-12,1992,NBA,Thunder,,,1595.942,1252.8055
Bulls,Hawks,100,93,1.17,6.84,1992-04-13,1992,NBA,Bulls,,,1771.5453,1465.0135
Lakers,Nuggets,100,93,1.28,4.58,1992-04-13,1992,NBA,Lakers,,,1483.3152,1261.8417
Magic,Nets,104,110,3.67,1.37,1992-04-13,1992,NBA,Magic,,,1325.6617,1496.1927
Jazz,Warriors,138,99,1.91,2.1,1992-04-13,1992,NBA,Jazz,,,1613.03,1595.7306
Cavaliers,Bulls,115,100,3.38,1.42,1992-04-14,1992,NBA,Cavaliers,,,1622.1519,1772.6606
Rockets,Trailblazers,108,96,4.77,1.27,1992-04-14,1992,NBA,Rockets,,,1458.4381,1689.1124
Pacers,Pelicans,123,96,1.48,3.08,1992-04-14,1992,NBA,Pacers,,,1532.5339,1404.9191
Clippers,Kings,97,103,1.32,4.14,1992-04-14,1992,NBA,Clippers,,,1572.8749,1374.1643
Heat,Nets,100,105,2.43,1.7,1992-04-14,1992,NBA,Heat,,,1439.9668,1502.0466
Bucks,Pistons,94,98,3.42,1.41,1992-04-14,1992,NBA,Bucks,,,1398.2059,1551.837
Timberwolves,Warriors,100,122,7.59,1.15,1992-04-14,1992,NBA,Timberwolves,,,1251.6967,1579.375
Knicks,Wizards,93,90,1.24,5.12,1992-04-14,1992,NBA,Knicks,,,1582.2196,1336.3003
Sixers,Celtics,94,99,4.14,1.32,1992-04-14,1992,NBA,Sixers,,,1410.2561,1609.1896
Suns,Thunder,122,100,2.02,1.98,1992-04-14,1992,NBA,Suns,,,1594.251,1597.0509
Spurs,Mavericks,120,108,1.2,6.11,1992-04-14,1992,NBA,Spurs,,,1533.9576,1250.5581
Hawks,Knicks,95,94,2.99,1.5,1992-04-15,1992,NBA,Hawks,,,1463.8982,1583.2716
Pelicans,Cavaliers,115,107,4.99,1.25,1992-04-15,1992,NBA,Pelicans,,,1397.637,1638.2076
Mavericks,Trailblazers,94,100,12.39,1.09,1992-04-15,1992,NBA,Mavericks,,,1248.7927,1671.4485
Nuggets,Lakers,110,107,4.65,1.27,1992-04-15,1992,NBA,Nuggets,,,1260.024,1485.1328
Pistons,Celtics,89,92,2.39,1.72,1992-04-15,1992,NBA,Pistons,,,1556.9725,1613.9025
Magic,Sixers,102,99,2.64,1.61,1992-04-15,1992,NBA,Magic,,,1319.8079,1405.5432
Jazz,Rockets,130,98,1.41,3.42,1992-04-15,1992,NBA,Jazz,,,1629.3856,1476.1021
Clippers,Timberwolves,96,93,1.17,6.96,1992-04-16,1992,NBA,Clippers,,,1555.6407,1245.4049
Heat,Bucks,95,87,1.8,2.25,1992-04-16,1992,NBA,Heat,,,1431.9203,1393.0704
Nets,Pacers,113,119,2.19,1.84,1992-04-16,1992,NBA,Nets,,,1510.0931,1539.816
Suns,Spurs,121,101,1.67,2.5,1992-04-16,1992,NBA,Suns,,,1606.0675,1535.723
Kings,Lakers,102,94,2.63,1.61,1992-04-16,1992,NBA,Kings,,,1391.3984,1476.7753
Wizards,Magic,119,106,1.94,2.06,1992-04-16,1992,NBA,Wizards,,,1335.2483,1325.1086
Hawks,Bulls,95,121,6.26,1.19,1992-04-17,1992,NBA,Hawks,,,1468.2324,1756.6049
Pelicans,Sixers,112,122,1.94,2.07,1992-04-17,1992,NBA,Pelicans,,,1411.7936,1400.2424
Mavericks,Rockets,109,106,4.58,1.28,1992-04-17,1992,NBA,Mavericks,,,1247.1331,1468.9071
Warriors,Clippers,116,104,1.84,2.18,1992-04-17,1992,NBA,Warriors,,,1585.6667,1556.3661
Pacers,Cavaliers,102,107,2.53,1.65,1992-04-17,1992,NBA,Pacers,,,1549.6445,1624.051
Spurs,Nuggets,108,94,1.22,5.45,1992-04-17,1992,NBA,Spurs,,,1527.8585,1268.3816
Thunder,Kings,130,106,1.34,3.9,1992-04-17,1992,NBA,Thunder,,,1585.2344,1399.9952
Jazz,Timberwolves,120,106,1.1,10.54,1992-04-17,1992,NBA,Jazz,,,1636.5806,1244.6796
Bucks,Knicks,103,114,4.0,1.33,1992-04-18,1992,NBA,Bucks,,,1388.0011,1578.9374
Nets,Magic,127,111,1.35,3.87,1992-04-18,1992,NBA,Nets,,,1500.2646,1317.3027
Sixers,Wizards,111,104,1.66,2.51,1992-04-18,1992,NBA,Sixers,,,1415.1744,1343.0542
Trailblazers,Lakers,101,109,1.31,4.25,1992-04-18,1992,NBA,Trailblazers,,,1673.1082,1468.1785
Celtics,Heat,109,93,1.35,3.87,1992-04-19,1992,NBA,Celtics,,,1620.4067,1436.9896
Bulls,Pistons,103,85,1.29,4.44,1992-04-19,1992,NBA,Bulls,,,1765.2645,1550.4683
Cavaliers,Hawks,112,108,1.37,3.69,1992-04-19,1992,NBA,Cavaliers,,,1631.7638,1459.5728
Nuggets,Mavericks,92,104,1.94,2.06,1992-04-19,1992,NBA,Nuggets,,,1266.1417,1255.4133
Warriors,Thunder,108,106,1.99,2.01,1992-04-19,1992,NBA,Warriors,,,1592.4592,1590.153
Rockets,Suns,97,100,3.42,1.41,1992-04-19,1992,NBA,Rockets,,,1460.6268,1613.932
Lakers,Clippers,109,108,2.42,1.7,1992-04-19,1992,NBA,Lakers,,,1488.6564,1549.5736
Timberwolves,Pelicans,130,107,3.42,1.41,1992-04-19,1992,NBA,Timberwolves,,,1243.6525,1396.8616
Spurs,Jazz,90,101,2.86,1.54,1992-04-19,1992,NBA,Spurs,,,1530.0984,1637.6077
Celtics,Pacers,124,113,1.62,2.61,1992-04-23,1992,NBA,Celtics,,,1624.1571,1541.9318
Cavaliers,Nets,120,113,1.47,3.11,1992-04-23,1992,NBA,Cavaliers,,,1633.5573,1504.0244
Warriors,Thunder,109,117,1.95,2.05,1992-04-23,1992,NBA,Warriors,,,1595.6471,1586.9651
Trailblazers,Lakers,115,102,1.4,3.52,1992-04-23,1992,NBA,Trailblazers,,,1652.6302,1492.1367
Bulls,Heat,113,94,1.15,7.9,1992-04-24,1992,NBA,Bulls,,,1768.6804,1433.2393
Knicks,Pistons,109,75,1.8,2.26,1992-04-24,1992,NBA,Knicks,,,1586.5751,1547.0524
Suns,Spurs,117,111,1.57,2.77,1992-04-24,1992,NBA,Suns,,,1618.4777,1519.3893
Jazz,Clippers,115,97,1.56,2.8,1992-04-24,1992,NBA,Jazz,,,1648.3168,1546.0933
Celtics,Pacers,119,112,1.59,2.7,1992-04-25,1992,NBA,Celtics,,,1629.1434,1536.9454
Cavaliers,Nets,118,96,1.46,3.18,1992-04-25,1992,NBA,Cavaliers,,,1636.551,1501.0306
Warriors,Thunder,115,101,2.1,1.91,1992-04-25,1992,NBA,Warriors,,,1582.6903,1599.9219
Trailblazers,Lakers,101,79,1.38,3.63,1992-04-25,1992,NBA,Trailblazers,,,1656.3312,1488.4358
Bulls,Heat,120,90,1.14,8.04,1992-04-26,1992,NBA,Bulls,,,1770.4484,1431.4713
Knicks,Pistons,88,89,1.68,2.46,1992-04-26,1992,NBA,Knicks,,,1599.911,1533.7164
Suns,Spurs,119,107,1.54,2.84,1992-04-26,1992,NBA,Suns,,,1621.6956,1516.1714
Jazz,Clippers,103,92,1.52,2.94,1992-04-26,1992,NBA,Jazz,,,1654.5549,1539.8551
Pacers,Celtics,98,102,2.77,1.56,1992-04-27,1992,NBA,Pacers,,,1533.3208,1632.7681
Pistons,Knicks,87,90,2.35,1.74,1992-04-28,1992,NBA,Pistons,,,1540.4523,1593.1752
Clippers,Jazz,98,88,3.03,1.49,1992-04-28,1992,NBA,Clippers,,,1535.6235,1658.7865
Nets,Cavaliers,109,104,3.34,1.43,1992-04-28,1992,NBA,Nets,,,1494.9917,1642.59
Thunder,Warriors,129,128,2.01,1.99,1992-04-28,1992,NBA,Thunder,,,1590.6794,1591.9327
Lakers,Trailblazers,121,119,3.79,1.36,1992-04-29,1992,NBA,Lakers,,,1483.3535,1661.4135
Heat,Bulls,114,119,8.23,1.14,1992-04-29,1992,NBA,Heat,,,1429.0767,1772.843
Spurs,Suns,92,101,2.94,1.52,1992-04-29,1992,NBA,Spurs,,,1511.4846,1626.3823
Nets,Cavaliers,89,98,3.13,1.47,1992-04-30,1992,NBA,Nets,,,1503.3037,1634.278
Thunder,Warriors,119,116,1.98,2.02,1992-04-30,1992,NBA,Thunder,,,1593.3885,1589.2236
Pistons,Knicks,86,82,2.46,1.68,1992-05-01,1992,NBA,Pistons,,,1533.8561,1599.7714
Cavaliers,Celtics,101,76,1.98,2.02,1992-05-02,1992,NBA,Cavaliers,,,1642.9319,1639.1053
Clippers,Jazz,115,107,2.78,1.56,1992-05-03,1992,NBA,Clippers,,,1546.9009,1647.5092
Lakers,Trailblazers,76,102,3.59,1.39,1992-05-03,1992,NBA,Lakers,,,1489.646,1655.121
Knicks,Pistons,94,87,1.73,2.37,1992-05-03,1992,NBA,Knicks,,,1594.2169,1539.4105
Cavaliers,Celtics,98,104,1.85,2.18,1992-05-04,1992,NBA,Cavaliers,,,1655.4956,1626.5416
