home_team,away_team,home_score,away_score,home_odds,away_odds,date,season,league,venue,attendance,over_under,home_rating,away_rating
Knicks,Hawks,111,105,2.38,1.72,1978-12-17,1979,NBA,Knicks,,,1481.6239,1537.7211
Trailblazers,Nuggets,123,110,2.25,1.8,1978-12-17,1979,NBA,Trailblazers,,,1492.1879,1530.4413
Clippers,Suns,116,110,4.08,1.32,1978-12-17,1979,NBA,Clippers,,,1390.4425,1585.7886
Bulls,Hawks,101,95,2.66,1.6,1978-12-19,1979,NBA,Bulls,,,1443.5677,1531.1897
Cavaliers,Spurs,106,113,2.92,1.52,1978-12-19,1979,NBA,Cavaliers,,,1463.0132,1576.5009
Bucks,Thunder,128,99,3.08,1.48,1978-12-19,1979,NBA,Bucks,,,1473.6554,1601.1913
Knicks,Pacers,130,102,1.63,2.59,1978-12-19,1979,NBA,Knicks,,,1488.1553,1407.993
Clippers,Sixers,113,124,4.12,1.32,1978-12-19,1979,NBA,Clippers,,,1401.0551,1598.7938
Hawks,Knicks,121,112,1.86,2.16,1978-12-20,1979,NBA,Hawks,,,1523.8054,1497.6702
Celtics,Pacers,121,105,1.91,2.09,1978-12-20,1979,NBA,Celtics,,,1413.9559,1398.4781
Nuggets,Jazz,121,112,1.55,2.81,1978-12-20,1979,NBA,Nuggets,,,1520.8187,1417.7015
Warriors,Sixers,85,81,2.61,1.62,1978-12-20,1979,NBA,Warriors,,,1523.1481,1606.207
Kings,Thunder,114,95,2.18,1.84,1978-12-20,1979,NBA,Kings,,,1548.3074,1577.6522
Nets,Rockets,105,108,1.97,2.03,1978-12-20,1979,NBA,Nets,,,1462.6687,1457.9043
Suns,Wizards,129,137,2.62,1.62,1978-12-20,1979,NBA,Suns,,,1575.176,1658.7421
Spurs,Bulls,131,102,1.46,3.16,1978-12-20,1979,NBA,Spurs,,,1584.5009,1450.952
Cavaliers,Rockets,101,90,2.06,1.94,1978-12-21,1979,NBA,Cavaliers,,,1455.0132,1465.7925
Pistons,Pacers,121,108,1.82,2.22,1978-12-21,1979,NBA,Pistons,,,1423.8262,1389.7351
Celtics,Hawks,124,105,2.85,1.54,1978-12-22,1979,NBA,Celtics,,,1422.699,1529.571
Bulls,Spurs,92,103,3.35,1.43,1978-12-22,1979,NBA,Bulls,,,1443.5182,1591.9347
Warriors,Nuggets,103,107,1.98,2.03,1978-12-22,1979,NBA,Warriors,,,1529.0839,1524.7875
Lakers,Wizards,127,115,2.57,1.64,1978-12-22,1979,NBA,Lakers,,,1589.9594,1668.3772
Suns,Kings,123,103,1.97,2.03,1978-12-22,1979,NBA,Suns,,,1565.5409,1560.2682
Thunder,Sixers,95,103,2.22,1.82,1978-12-22,1979,NBA,Thunder,,,1565.6914,1600.2712
Hawks,Cavaliers,109,91,1.75,2.34,1978-12-23,1979,NBA,Hawks,,,1513.3613,1462.7081
Pistons,Spurs,126,130,3.66,1.38,1978-12-23,1979,NBA,Pistons,,,1430.8213,1601.0676
Rockets,Knicks,129,107,2.21,1.82,1978-12-23,1979,NBA,Rockets,,,1458.0975,1491.9045
Pacers,Jazz,127,103,2.2,1.84,1978-12-23,1979,NBA,Pacers,,,1382.74,1413.7328
Bucks,Kings,117,122,2.35,1.74,1978-12-23,1979,NBA,Bucks,,,1497.1945,1549.6028
Trailblazers,Wizards,114,109,3.45,1.41,1978-12-23,1979,NBA,Trailblazers,,,1501.8104,1657.6481
Knicks,Sixers,94,109,3.15,1.46,1978-12-25,1979,NBA,Knicks,,,1478.4054,1611.6349
Trailblazers,Warriors,115,102,2.06,1.95,1978-12-25,1979,NBA,Trailblazers,,,1510.3507,1520.1725
Thunder,Clippers,118,123,1.4,3.52,1978-12-25,1979,NBA,Thunder,,,1554.3278,1393.6418
Nuggets,Suns,102,106,2.28,1.78,1978-12-26,1979,NBA,Nuggets,,,1533.6989,1576.2063
Kings,Rockets,102,109,1.61,2.64,1978-12-26,1979,NBA,Kings,,,1557.9147,1471.5967
Lakers,Jazz,123,125,1.31,4.18,1978-12-26,1979,NBA,Lakers,,,1600.6885,1399.5447
Bucks,Pistons,143,84,1.7,2.44,1978-12-26,1979,NBA,Bucks,,,1488.8826,1426.0278
Spurs,Hawks,124,111,1.61,2.63,1978-12-26,1979,NBA,Spurs,,,1605.8611,1521.4034
Clippers,Bulls,115,109,2.16,1.86,1978-12-26,1979,NBA,Clippers,,,1408.1829,1434.3853
Wizards,Pacers,108,104,1.23,5.27,1978-12-26,1979,NBA,Wizards,,,1649.1078,1396.9281
Hawks,Spurs,115,107,2.73,1.58,1978-12-27,1979,NBA,Hawks,,,1515.9161,1611.3484
Pistons,Rockets,131,119,2.57,1.64,1978-12-27,1979,NBA,Pistons,,,1407.9961,1486.329
Warriors,Lakers,104,106,2.57,1.64,1978-12-27,1979,NBA,Warriors,,,1511.6455,1589.8691
Kings,Celtics,103,112,1.55,2.82,1978-12-27,1979,NBA,Kings,,,1543.1824,1438.9087
Nets,Knicks,104,115,2.07,1.93,1978-12-27,1979,NBA,Nets,,,1454.7805,1466.5411
Sixers,Pacers,122,110,1.27,4.71,1978-12-27,1979,NBA,Sixers,,,1623.4991,1395.7798
Thunder,Jazz,122,103,1.47,3.11,1978-12-27,1979,NBA,Thunder,,,1539.7867,1410.364
Cavaliers,Clippers,116,114,1.79,2.26,1978-12-28,1979,NBA,Cavaliers,,,1454.666,1413.9565
Nuggets,Bulls,107,111,1.57,2.75,1978-12-28,1979,NBA,Nuggets,,,1525.9825,1428.6116
Knicks,Wizards,109,99,3.64,1.38,1978-12-28,1979,NBA,Knicks,,,1481.3348,1650.2561
Suns,Trailblazers,129,127,1.69,2.45,1978-12-28,1979,NBA,Suns,,,1583.9226,1518.8777
Spurs,Bucks,112,103,1.58,2.73,1978-12-28,1979,NBA,Spurs,,,1602.421,1506.9143
Bulls,Nuggets,123,117,2.54,1.65,1978-12-29,1979,NBA,Bulls,,,1439.9817,1514.6124
Pistons,Clippers,107,111,1.96,2.04,1978-12-29,1979,NBA,Pistons,,,1418.7217,1411.2822
Warriors,Jazz,118,106,1.56,2.8,1978-12-29,1979,NBA,Warriors,,,1506.4202,1404.7354
Rockets,Bucks,106,103,2.17,1.86,1978-12-29,1979,NBA,Rockets,,,1475.6034,1502.7897
Lakers,Trailblazers,118,95,1.64,2.57,1978-12-29,1979,NBA,Lakers,,,1595.0945,1516.4971
Nets,Kings,126,137,2.64,1.61,1978-12-29,1979,NBA,Nets,,,1439.9868,1525.3988
Sixers,Hawks,113,107,1.56,2.79,1978-12-29,1979,NBA,Sixers,,,1625.9264,1524.8435
Thunder,Suns,119,92,2.27,1.79,1978-12-29,1979,NBA,Thunder,,,1545.4154,1586.3032
Hawks,Nuggets,113,87,1.92,2.08,1978-12-30,1979,NBA,Hawks,,,1521.658,1507.5859
Cavaliers,Nets,104,94,1.85,2.18,1978-12-30,1979,NBA,Cavaliers,,,1457.3403,1428.3779
Rockets,Pistons,112,101,1.67,2.5,1978-12-30,1979,NBA,Rockets,,,1479.795,1409.7286
Pacers,Clippers,111,114,2.17,1.86,1978-12-30,1979,NBA,Pacers,,,1393.3525,1420.2753
Knicks,Kings,112,108,2.28,1.78,1978-12-30,1979,NBA,Knicks,,,1494.4685,1537.0077
Sixers,Spurs,94,100,1.88,2.14,1978-12-30,1979,NBA,Sixers,,,1629.1119,1606.5457
Suns,Celtics,112,109,1.52,2.92,1978-12-30,1979,NBA,Suns,,,1570.2181,1456.6923
Thunder,Warriors,97,110,1.75,2.34,1979-01-01,1979,NBA,Thunder,,,1561.5005,1511.1992
Cavaliers,Bucks,113,116,2.22,1.82,1979-01-02,1979,NBA,Cavaliers,,,1463.4076,1498.598
Kings,Nuggets,97,99,1.81,2.24,1979-01-02,1979,NBA,Kings,,,1531.9523,1495.2452
Jazz,Lakers,109,105,4.23,1.31,1979-01-02,1979,NBA,Jazz,,,1399.9563,1603.4247
Knicks,Suns,102,114,2.52,1.66,1979-01-02,1979,NBA,Knicks,,,1499.5239,1572.3795
Trailblazers,Thunder,108,109,2.21,1.82,1979-01-02,1979,NBA,Trailblazers,,,1508.1669,1541.8977
Clippers,Pistons,137,119,1.88,2.14,1979-01-02,1979,NBA,Clippers,,,1427.4438,1404.4346
Wizards,Bulls,109,86,1.33,3.99,1979-01-02,1979,NBA,Wizards,,,1637.1224,1447.0082
Hawks,Lakers,96,99,2.42,1.71,1979-01-03,1979,NBA,Hawks,,,1533.9987,1594.5348
Nuggets,Kings,101,108,2.13,1.88,1979-01-03,1979,NBA,Nuggets,,,1502.7014,1524.4961
Warriors,Pistons,96,81,1.46,3.18,1979-01-03,1979,NBA,Warriors,,,1530.802,1395.2825
Rockets,Nets,127,122,1.7,2.44,1979-01-03,1979,NBA,Rockets,,,1485.0891,1422.3107
Bucks,Pacers,102,108,1.5,2.99,1979-01-03,1979,NBA,Bucks,,,1505.5817,1386.184
Sixers,Bulls,111,98,1.36,3.74,1979-01-03,1979,NBA,Sixers,,,1617.6337,1442.3618
Spurs,Jazz,123,97,1.3,4.33,1979-01-03,1979,NBA,Spurs,,,1618.0239,1408.8462
Thunder,Celtics,123,116,1.59,2.7,1979-01-03,1979,NBA,Thunder,,,1546.9702,1454.5309
Cavaliers,Knicks,117,103,2.19,1.84,1979-01-04,1979,NBA,Cavaliers,,,1456.424,1486.702
Kings,Clippers,108,99,1.57,2.77,1979-01-04,1979,NBA,Kings,,,1535.4569,1436.5959
Jazz,Nets,112,125,2.09,1.92,1979-01-04,1979,NBA,Jazz,,,1404.2831,1418.8051
Bulls,Bucks,124,119,2.35,1.74,1979-01-05,1979,NBA,Bulls,,,1438.9448,1490.9594
Warriors,Celtics,113,98,1.61,2.63,1979-01-05,1979,NBA,Warriors,,,1535.4453,1450.9106
Rockets,Hawks,106,109,2.25,1.8,1979-01-05,1979,NBA,Rockets,,,1488.5947,1527.5729
Pacers,Sixers,123,96,4.55,1.28,1979-01-05,1979,NBA,Pacers,,,1400.8063,1621.0507
Nets,Spurs,104,110,3.94,1.34,1979-01-05,1979,NBA,Nets,,,1435.1293,1622.587
Trailblazers,Pistons,98,96,1.52,2.91,1979-01-05,1979,NBA,Trailblazers,,,1503.0944,1390.6392
Thunder,Nuggets,92,95,1.71,2.4,1979-01-05,1979,NBA,Thunder,,,1550.5905,1491.7406
Wizards,Suns,104,94,1.72,2.38,1979-01-05,1979,NBA,Wizards,,,1641.7688,1585.2014
Hawks,Wizards,102,106,2.91,1.52,1979-01-06,1979,NBA,Hawks,,,1534.4723,1647.0955
Nuggets,Celtics,127,98,1.72,2.38,1979-01-06,1979,NBA,Nuggets,,,1500.885,1444.8835
Rockets,Lakers,115,112,2.99,1.5,1979-01-06,1979,NBA,Rockets,,,1481.6953,1600.9606
Kings,Pacers,120,99,1.53,2.87,1979-01-06,1979,NBA,Kings,,,1539.5122,1430.6849
Bucks,Clippers,104,93,1.74,2.35,1979-01-06,1979,NBA,Bucks,,,1485.1123,1432.5406
Jazz,Cavaliers,94,105,2.57,1.64,1979-01-06,1979,NBA,Jazz,,,1387.9589,1466.1937
Knicks,Spurs,108,105,3.39,1.42,1979-01-06,1979,NBA,Knicks,,,1476.9323,1628.0323
Sixers,Suns,139,143,1.94,2.07,1979-01-06,1979,NBA,Sixers,,,1591.172,1579.8748
Cavaliers,Warriors,112,108,2.44,1.69,1979-01-07,1979,NBA,Cavaliers,,,1478.1013,1541.4724
Pacers,Hawks,112,97,2.82,1.55,1979-01-07,1979,NBA,Pacers,,,1423.973,1528.4385
Nets,Suns,117,112,3.5,1.4,1979-01-07,1979,NBA,Nets,,,1429.684,1588.9681
Bucks,Rockets,116,104,1.98,2.02,1979-01-08,1979,NBA,Bucks,,,1490.8735,1487.688
Bulls,Warriors,101,103,2.69,1.59,1979-01-09,1979,NBA,Bulls,,,1444.7919,1535.9735
Nuggets,Wizards,121,90,3.26,1.44,1979-01-09,1979,NBA,Nuggets,,,1511.8649,1653.1293
Rockets,Kings,126,110,2.46,1.68,1979-01-09,1979,NBA,Rockets,,,1480.0408,1546.2241
Jazz,Clippers,107,114,2.34,1.75,1979-01-09,1979,NBA,Jazz,,,1376.0513,1426.7794
Knicks,Lakers,94,106,2.9,1.53,1979-01-09,1979,NBA,Knicks,,,1483.6123,1594.9679
Trailblazers,Pacers,104,112,1.68,2.47,1979-01-09,1979,NBA,Trailblazers,,,1504.9728,1437.6584
Spurs,Pistons,116,114,1.26,4.81,1979-01-09,1979,NBA,Spurs,,,1621.3523,1388.7607
Celtics,Lakers,89,99,3.69,1.37,1979-01-10,1979,NBA,Celtics,,,1433.9037,1606.1226
Bucks,Hawks,113,117,2.1,1.91,1979-01-10,1979,NBA,Bucks,,,1498.5208,1514.7531
Nets,Bulls,116,120,2.01,1.99,1979-01-10,1979,NBA,Nets,,,1438.3202,1439.8022
Sixers,Jazz,123,112,1.29,4.47,1979-01-10,1979,NBA,Sixers,,,1582.0786,1366.0596
Thunder,Pacers,118,98,1.6,2.67,1979-01-10,1979,NBA,Thunder,,,1541.446,1452.8317
Pistons,Trailblazers,104,101,2.8,1.56,1979-01-11,1979,NBA,Pistons,,,1387.7802,1489.7996
Kings,Warriors,94,89,2.04,1.96,1979-01-11,1979,NBA,Kings,,,1533.864,1540.9631
Suns,Thunder,106,109,1.83,2.2,1979-01-11,1979,NBA,Suns,,,1580.3319,1548.6312
Spurs,Clippers,140,111,1.34,3.91,1979-01-11,1979,NBA,Spurs,,,1622.3329,1436.7711
Celtics,Trailblazers,128,125,2.4,1.72,1979-01-12,1979,NBA,Celtics,,,1426.1034,1484.1674
Bulls,Hawks,93,100,2.54,1.65,1979-01-12,1979,NBA,Bulls,,,1448.564,1523.1351
Nuggets,Knicks,126,119,1.69,2.46,1979-01-12,1979,NBA,Nuggets,,,1537.7604,1472.4576
Rockets,Cavaliers,107,96,1.95,2.05,1979-01-12,1979,NBA,Rockets,,,1492.4009,1483.6002
Bucks,Warriors,101,94,2.3,1.77,1979-01-12,1979,NBA,Bucks,,,1490.1387,1536.1235
Nets,Lakers,116,117,3.89,1.35,1979-01-12,1979,NBA,Nets,,,1429.5585,1613.9229
Jazz,Sixers,100,89,4.57,1.28,1979-01-12,1979,NBA,Jazz,,,1363.6067,1584.5315
Hawks,Clippers,124,119,1.56,2.79,1979-01-13,1979,NBA,Hawks,,,1532.35,1431.1464
Pistons,Warriors,114,109,3.19,1.46,1979-01-13,1979,NBA,Pistons,,,1393.4124,1529.303
Rockets,Jazz,117,106,1.5,2.99,1979-01-13,1979,NBA,Rockets,,,1499.4581,1379.877
Suns,Pacers,99,102,1.48,3.07,1979-01-13,1979,NBA,Suns,,,1571.8214,1445.6465
Spurs,Cavaliers,117,103,1.42,3.39,1979-01-13,1979,NBA,Spurs,,,1627.9576,1476.543
Hawks,Rockets,115,105,1.83,2.2,1979-01-14,1979,NBA,Hawks,,,1535.2473,1503.5845
Celtics,Nets,100,110,1.98,2.02,1979-01-14,1979,NBA,Celtics,,,1430.8628,1426.6738
Nuggets,Pacers,111,109,1.61,2.64,1979-01-14,1979,NBA,Nuggets,,,1541.9,1456.3787
Kings,Knicks,124,104,1.67,2.5,1979-01-14,1979,NBA,Kings,,,1538.7036,1468.318
Bucks,Bulls,104,99,1.72,2.39,1979-01-14,1979,NBA,Bucks,,,1496.9592,1439.3491
Sixers,Trailblazers,112,106,1.6,2.67,1979-01-14,1979,NBA,Sixers,,,1568.2612,1479.408
Thunder,Lakers,99,108,2.41,1.71,1979-01-14,1979,NBA,Thunder,,,1557.1417,1616.8075
Wizards,Clippers,125,91,1.32,4.14,1979-01-14,1979,NBA,Wizards,,,1627.2338,1428.249
Cavaliers,Kings,79,86,2.53,1.65,1979-01-16,1979,NBA,Cavaliers,,,1472.4648,1546.5665
Jazz,Nuggets,100,104,3.63,1.38,1979-01-16,1979,NBA,Jazz,,,1375.7506,1544.0525
Knicks,Pistons,111,110,1.71,2.4,1979-01-16,1979,NBA,Knicks,,,1460.4551,1401.4036
Hawks,Trailblazers,111,110,1.69,2.46,1979-01-17,1979,NBA,Hawks,,,1541.2391,1476.02
Celtics,Kings,99,120,3.23,1.45,1979-01-17,1979,NBA,Celtics,,,1416.2449,1555.7965
Warriors,Rockets,103,104,1.87,2.15,1979-01-17,1979,NBA,Warriors,,,1521.3118,1497.5927
Pacers,Thunder,102,112,2.7,1.59,1979-01-17,1979,NBA,Pacers,,,1454.2262,1545.9209
Bucks,Suns,123,118,2.42,1.71,1979-01-17,1979,NBA,Bucks,,,1500.5533,1561.0892
Nets,Pistons,106,99,1.79,2.27,1979-01-17,1979,NBA,Nets,,,1441.2917,1399.3535
Sixers,Cavaliers,107,94,1.54,2.87,1979-01-17,1979,NBA,Sixers,,,1571.6492,1463.2349
Spurs,Nuggets,119,101,1.62,2.61,1979-01-17,1979,NBA,Spurs,,,1632.0358,1548.8853
Clippers,Lakers,119,117,4.27,1.31,1979-01-17,1979,NBA,Clippers,,,1422.3813,1628.0283
Wizards,Jazz,112,102,1.22,5.52,1979-01-17,1979,NBA,Wizards,,,1633.1014,1370.9178
Pistons,Suns,87,97,3.52,1.4,1979-01-18,1979,NBA,Pistons,,,1394.724,1555.0388
Celtics,Bucks,103,102,2.83,1.55,1979-01-19,1979,NBA,Celtics,,,1401.6792,1506.6038
Bulls,Wizards,102,113,4.15,1.32,1979-01-19,1979,NBA,Bulls,,,1435.755,1634.8809
Pacers,Nuggets,98,101,2.76,1.57,1979-01-19,1979,NBA,Pacers,,,1443.5295,1542.02
Kings,Spurs,115,113,2.48,1.67,1979-01-19,1979,NBA,Kings,,,1570.3622,1638.901
Lakers,Rockets,121,122,1.51,2.97,1979-01-19,1979,NBA,Lakers,,,1621.1932,1503.6117
Jazz,Trailblazers,107,101,2.83,1.55,1979-01-19,1979,NBA,Jazz,,,1369.1384,1474.0303
Knicks,Cavaliers,105,101,1.98,2.02,1979-01-19,1979,NBA,Knicks,,,1462.5051,1458.3721
Hawks,Jazz,118,94,1.38,3.6,1979-01-20,1979,NBA,Hawks,,,1543.2289,1377.0109
Bulls,Thunder,101,107,3.09,1.48,1979-01-20,1979,NBA,Bulls,,,1428.387,1556.6176
Nuggets,Warriors,109,106,1.83,2.2,1979-01-20,1979,NBA,Nuggets,,,1547.6417,1515.2927
Pistons,Kings,122,110,3.95,1.34,1979-01-20,1979,NBA,Pistons,,,1386.5258,1574.6498
Sixers,Celtics,102,108,1.37,3.67,1979-01-20,1979,NBA,Sixers,,,1576.512,1405.7946
Suns,Rockets,116,97,1.74,2.35,1979-01-20,1979,NBA,Suns,,,1563.2371,1511.2238
Spurs,Trailblazers,113,118,1.38,3.64,1979-01-20,1979,NBA,Spurs,,,1634.6134,1466.1578
Wizards,Pacers,109,104,1.31,4.24,1979-01-20,1979,NBA,Wizards,,,1642.2489,1437.9078
Celtics,Sixers,87,91,3.21,1.45,1979-01-21,1979,NBA,Celtics,,,1422.1028,1560.2037
Cavaliers,Bulls,94,93,1.83,2.21,1979-01-21,1979,NBA,Cavaliers,,,1454.2333,1421.4381
Lakers,Warriors,113,107,1.56,2.79,1979-01-21,1979,NBA,Lakers,,,1613.5812,1512.0751
Bucks,Knicks,138,114,1.81,2.23,1979-01-21,1979,NBA,Bucks,,,1502.4884,1466.6439
Jazz,Hawks,108,87,3.77,1.36,1979-01-21,1979,NBA,Jazz,,,1371.5566,1548.6831
Nuggets,Pistons,117,121,1.42,3.35,1979-01-22,1979,NBA,Nuggets,,,1550.8594,1402.1534
Hawks,Pacers,107,110,1.59,2.68,1979-01-23,1979,NBA,Hawks,,,1526.6761,1436.2349
Bulls,Celtics,100,90,1.99,2.01,1979-01-23,1979,NBA,Bulls,,,1419.1166,1416.6359
Cavaliers,Nuggets,108,107,2.6,1.63,1979-01-23,1979,NBA,Cavaliers,,,1456.5548,1538.1139
Lakers,Knicks,148,124,1.4,3.52,1979-01-23,1979,NBA,Lakers,,,1616.7599,1456.0991
Jazz,Kings,118,116,3.59,1.39,1979-01-23,1979,NBA,Jazz,,,1393.5636,1559.0221
Wizards,Thunder,100,103,1.63,2.59,1979-01-23,1979,NBA,Wizards,,,1643.9219,1563.5664
Celtics,Wizards,106,128,4.64,1.27,1979-01-24,1979,NBA,Celtics,,,1409.7944,1634.2722
Warriors,Knicks,126,123,1.71,2.4,1979-01-24,1979,NBA,Warriors,,,1508.8964,1450.4794
Rockets,Nuggets,117,116,2.2,1.83,1979-01-24,1979,NBA,Rockets,,,1502.9308,1534.3419
Nets,Cavaliers,114,123,2.09,1.92,1979-01-24,1979,NBA,Nets,,,1445.9213,1460.3268
Suns,Sixers,101,94,1.97,2.03,1979-01-24,1979,NBA,Suns,,,1571.53,1565.6707
Spurs,Kings,124,95,1.68,2.47,1979-01-24,1979,NBA,Spurs,,,1619.8395,1552.9738
Clippers,Trailblazers,122,121,2.35,1.74,1979-01-24,1979,NBA,Clippers,,,1429.2164,1480.9318
Hawks,Thunder,98,100,2.38,1.72,1979-01-25,1979,NBA,Hawks,,,1516.7888,1573.2161
Pistons,Lakers,135,100,4.3,1.3,1979-01-25,1979,NBA,Pistons,,,1414.8989,1622.3796
Trailblazers,Warriors,108,103,2.22,1.82,1979-01-25,1979,NBA,Trailblazers,,,1477.5775,1511.7405
Bulls,Clippers,91,107,2.04,1.96,1979-01-26,1979,NBA,Bulls,,,1425.958,1432.5707
Nuggets,Lakers,119,107,2.38,1.72,1979-01-26,1979,NBA,Nuggets,,,1531.257,1587.5696
Warriors,Sixers,96,105,2.36,1.73,1979-01-26,1979,NBA,Warriors,,,1506.3071,1560.2074
Pacers,Celtics,119,106,1.76,2.31,1979-01-26,1979,NBA,Pacers,,,1446.1222,1399.3431
Kings,Wizards,142,128,2.8,1.56,1979-01-26,1979,NBA,Kings,,,1542.5558,1644.7235
Nets,Jazz,110,104,1.83,2.21,1979-01-26,1979,NBA,Nets,,,1432.9485,1399.6119
Suns,Knicks,108,107,1.47,3.11,1979-01-26,1979,NBA,Suns,,,1576.9933,1447.6353
Spurs,Thunder,125,108,1.74,2.34,1979-01-26,1979,NBA,Spurs,,,1630.2574,1578.847
Hawks,Spurs,120,113,3.07,1.48,1979-01-27,1979,NBA,Hawks,,,1511.1578,1637.9637
Cavaliers,Clippers,110,111,1.88,2.13,1979-01-27,1979,NBA,Cavaliers,,,1473.2996,1451.7527
Rockets,Thunder,94,99,2.45,1.69,1979-01-27,1979,NBA,Rockets,,,1506.0157,1571.1407
Celtics,Warriors,103,102,2.8,1.56,1979-01-28,1979,NBA,Celtics,,,1392.7531,1494.8674
Nuggets,Bulls,98,87,1.46,3.17,1979-01-28,1979,NBA,Nuggets,,,1541.0939,1406.776
Pistons,Clippers,128,118,2.05,1.95,1979-01-28,1979,NBA,Pistons,,,1449.709,1457.7354
Pacers,Spurs,123,110,3.75,1.36,1979-01-28,1979,NBA,Pacers,,,1452.7123,1628.7046
Kings,Cavaliers,137,109,1.6,2.66,1979-01-28,1979,NBA,Kings,,,1555.5201,1467.3169
Lakers,Bucks,111,109,1.69,2.45,1979-01-28,1979,NBA,Lakers,,,1577.7327,1513.0332
Suns,Nets,114,117,1.44,3.25,1979-01-28,1979,NBA,Suns,,,1578.433,1437.3787
Trailblazers,Sixers,116,94,2.67,1.6,1979-01-28,1979,NBA,Trailblazers,,,1483.0109,1571.6471
Wizards,Knicks,122,105,1.34,3.91,1979-01-28,1979,NBA,Wizards,,,1631.7592,1446.1956
Knicks,Warriors,104,107,2.32,1.76,1979-01-29,1979,NBA,Knicks,,,1442.3336,1490.7941
Bulls,Spurs,108,112,4.35,1.3,1979-01-30,1979,NBA,Bulls,,,1402.9543,1612.8499
Pacers,Rockets,112,106,2.18,1.84,1979-01-30,1979,NBA,Pacers,,,1468.567,1498.0521
Lakers,Nets,127,108,1.47,3.13,1979-01-30,1979,NBA,Lakers,,,1580.1173,1448.4637
Trailblazers,Nuggets,82,76,2.3,1.77,1979-01-30,1979,NBA,Trailblazers,,,1499.7959,1544.9155
Clippers,Bucks,117,113,2.41,1.71,1979-01-30,1979,NBA,Clippers,,,1450.5698,1510.6486
Wizards,Hawks,109,105,1.52,2.94,1979-01-30,1979,NBA,Wizards,,,1635.6211,1520.417
Hawks,Kings,130,118,2.31,1.76,1979-01-31,1979,NBA,Hawks,,,1517.9929,1564.6621
Celtics,Rockets,119,102,2.73,1.58,1979-01-31,1979,NBA,Celtics,,,1396.8264,1492.1979
Pistons,Knicks,86,108,1.88,2.13,1979-01-31,1979,NBA,Pistons,,,1456.8745,1435.6439
Sixers,Warriors,106,108,1.72,2.39,1979-01-31,1979,NBA,Sixers,,,1554.8621,1497.4838
Suns,Bucks,123,118,1.7,2.43,1979-01-31,1979,NBA,Suns,,,1567.3479,1505.2211
Clippers,Nets,112,104,1.93,2.08,1979-01-31,1979,NBA,Clippers,,,1455.9973,1442.9003
Thunder,Trailblazers,115,112,1.66,2.52,1979-01-31,1979,NBA,Thunder,,,1579.1044,1506.043
Bulls,Sixers,105,128,3.35,1.43,1979-02-01,1979,NBA,Bulls,,,1398.9209,1546.9885
Cavaliers,Pistons,116,120,1.86,2.17,1979-02-01,1979,NBA,Cavaliers,,,1458.1749,1430.9795
Spurs,Wizards,122,123,2.13,1.89,1979-02-01,1979,NBA,Spurs,,,1616.8833,1638.0452
Thunder,Nets,107,102,1.44,3.3,1979-02-01,1979,NBA,Thunder,,,1581.7531,1437.1927
Celtics,Cavaliers,112,98,2.24,1.81,1979-02-02,1979,NBA,Celtics,,,1411.2255,1448.6658
Bulls,Jazz,116,110,2.07,1.94,1979-02-02,1979,NBA,Bulls,,,1383.9136,1395.1818
Rockets,Wizards,106,120,3.59,1.39,1979-02-02,1979,NBA,Rockets,,,1477.7988,1643.3217
Pacers,Warriors,87,84,2.19,1.84,1979-02-02,1979,NBA,Pacers,,,1474.4213,1505.3573
Kings,Pistons,130,114,1.52,2.94,1979-02-02,1979,NBA,Kings,,,1555.2018,1440.4886
Sixers,Knicks,101,105,1.56,2.78,1979-02-02,1979,NBA,Sixers,,,1561.9958,1461.5389
Suns,Spurs,133,108,2.26,1.79,1979-02-02,1979,NBA,Suns,,,1570.8645,1611.6068
Trailblazers,Nets,117,100,1.67,2.48,1979-02-02,1979,NBA,Trailblazers,,,1503.3943,1434.8787
Clippers,Nuggets,124,100,2.56,1.64,1979-02-02,1979,NBA,Clippers,,,1461.7048,1538.6685
Thunder,Bucks,104,102,1.62,2.61,1979-02-02,1979,NBA,Thunder,,,1584.0671,1501.7045
Hawks,Celtics,104,101,1.54,2.84,1979-02-06,1979,NBA,Hawks,,,1527.4532,1421.2921
Bulls,Pacers,110,107,2.67,1.6,1979-02-06,1979,NBA,Bulls,,,1389.3289,1478.6797
Cavaliers,Nets,119,100,1.94,2.06,1979-02-06,1979,NBA,Cavaliers,,,1438.5991,1427.783
Rockets,Pistons,113,108,1.83,2.21,1979-02-06,1979,NBA,Rockets,,,1467.8556,1435.0864
Lakers,Spurs,119,111,2.06,1.94,1979-02-06,1979,NBA,Lakers,,,1585.6808,1596.3947
Knicks,Thunder,108,99,2.92,1.52,1979-02-06,1979,NBA,Knicks,,,1472.9915,1586.2537
Trailblazers,Suns,110,93,2.55,1.65,1979-02-06,1979,NBA,Trailblazers,,,1510.49,1586.0767
Celtics,Thunder,107,100,3.47,1.41,1979-02-07,1979,NBA,Celtics,,,1419.0477,1576.04
Nuggets,Cavaliers,120,105,1.66,2.52,1979-02-07,1979,NBA,Nuggets,,,1521.5939,1448.6393
Warriors,Lakers,104,106,2.69,1.59,1979-02-07,1979,NBA,Warriors,,,1501.0989,1592.0238
Pacers,Nets,84,90,1.73,2.38,1979-02-07,1979,NBA,Pacers,,,1473.3062,1417.7428
Kings,Hawks,124,108,1.84,2.19,1979-02-07,1979,NBA,Kings,,,1560.604,1529.6976
