HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Date,League
Antalyaspor,Konyaspor,1,0,H,2.45,3.2,2.88,2025-05-02,super_lig
Nott'm Forest,Brentford,0,2,A,2.15,3.5,3.25,2025-05-01,premier_league
Antwerp,Anderlecht,1,3,A,2.7,3.4,2.45,2025-05-01,pro_league
Club Brugge,Gent,4,1,H,1.27,5.75,8.5,2025-05-01,pro_league
Casa Pia,Estoril,1,3,A,2.05,3.2,3.9,2025-04-29,primeira_liga
Leeds,Bristol City,4,0,H,1.6,3.9,5.75,2025-04-28,championship
Udinese,Bologna,0,0,D,4.5,3.5,1.85,2025-04-28,serie_a
Lazio,Parma,2,2,D,1.53,4.5,5.75,2025-04-28,serie_a
Verona,Cagliari,0,2,A,2.5,2.75,3.5,2025-04-28,serie_a
Goztep,Buyuksehyr,4,1,H,2.2,3.3,3.2,2025-04-28,super_lig
Bournemouth,Man United,1,1,D,1.67,4.0,4.5,2025-04-27,premier_league
Liverpool,Tottenham,5,1,H,1.25,6.0,11.0,2025-04-27,premier_league
Villarreal,Espanol,1,0,H,1.44,5.0,6.25,2025-04-27,la_liga
Bochum,Union Berlin,1,1,D,2.25,3.4,3.1,2025-04-27,bundesliga
Werder Bremen,St Pauli,0,0,D,1.85,3.6,4.0,2025-04-27,bundesliga
Como,Genoa,1,0,H,1.85,3.4,4.75,2025-04-27,serie_a
Venezia,Milan,0,2,A,4.75,4.0,1.7,2025-04-27,serie_a
Fiorentina,Empoli,2,1,H,1.83,3.5,4.5,2025-04-27,serie_a
Inter,Roma,0,1,A,1.73,3.8,4.75,2025-04-27,serie_a
Juventus,Monza,2,0,H,1.2,7.5,12.0,2025-04-27,serie_a
Atalanta,Lecce,1,1,D,1.25,6.0,11.0,2025-04-27,serie_a
Napoli,Torino,2,0,H,1.42,4.33,8.0,2025-04-27,serie_a
Angers,Lille,0,2,A,6.0,3.9,1.57,2025-04-27,ligue_1
Lens,Auxerre,0,4,A,1.6,4.0,5.5,2025-04-27,ligue_1
Montpellier,Reims,0,0,D,4.5,3.6,1.75,2025-04-27,ligue_1
Nantes,Toulouse,0,0,D,2.88,3.25,2.45,2025-04-27,ligue_1
Marseille,Brest,4,1,H,1.5,4.5,6.0,2025-04-27,ligue_1
For Sittard,Willem II,1,0,H,1.8,3.75,4.33,2025-04-27,eredivisie
Ajax,Sparta Rotterdam,1,1,D,1.48,4.75,5.5,2025-04-27,eredivisie
Heerenveen,Nijmegen,1,0,H,1.95,3.7,3.75,2025-04-27,eredivisie
Almere City,Go Ahead Eagles,0,0,D,2.55,3.8,2.5,2025-04-27,eredivisie
Gent,Anderlecht,0,1,A,3.0,3.1,2.4,2025-04-27,pro_league
Genk,Antwerp,0,1,A,1.57,4.75,4.75,2025-04-27,pro_league
St. Gilloise,Club Brugge,0,0,D,2.55,3.1,2.9,2025-04-27,pro_league
Moreirense,Nacional,1,1,D,2.2,3.1,3.6,2025-04-27,primeira_liga
Benfica,AVS,6,0,H,1.08,11.0,21.0,2025-04-27,primeira_liga
Guimaraes,Rio Ave,3,0,H,1.53,4.1,6.25,2025-04-27,primeira_liga
Boavista,Sp Lisbon,0,5,A,12.0,6.25,1.22,2025-04-27,primeira_liga
Konyaspor,Ad. Demirspor,3,1,H,1.18,8.0,10.0,2025-04-27,super_lig
Trabzonspor,Alanyaspor,4,3,H,1.75,3.6,4.5,2025-04-27,super_lig
Eyupspor,Galatasaray,1,5,A,6.5,4.1,1.5,2025-04-27,super_lig
Kayserispor,Rizespor,1,0,H,2.25,3.3,3.0,2025-04-27,super_lig
Chelsea,Everton,1,0,H,1.55,4.0,6.0,2025-04-26,premier_league
Brighton,West Ham,3,2,H,1.67,4.2,4.75,2025-04-26,premier_league
Newcastle,Ipswich,3,0,H,1.18,7.5,13.0,2025-04-26,premier_league
Southampton,Fulham,1,2,A,5.25,4.0,1.6,2025-04-26,premier_league
Wolves,Leicester,3,0,H,1.5,4.2,6.25,2025-04-26,premier_league
Luton,Coventry,1,0,H,2.5,3.25,2.88,2025-04-26,championship
QPR,Burnley,0,5,A,3.8,3.5,1.95,2025-04-26,championship
Blackburn,Watford,2,1,H,1.7,3.6,5.0,2025-04-26,championship
Cardiff,West Brom,0,0,D,2.25,3.2,3.2,2025-04-26,championship
Hull,Derby,0,1,A,2.4,3.0,3.25,2025-04-26,championship
Middlesbrough,Norwich,0,0,D,1.55,4.33,5.25,2025-04-26,championship
Millwall,Swansea,1,0,H,2.25,3.2,3.3,2025-04-26,championship
Oxford,Sunderland,2,0,H,3.1,3.25,2.38,2025-04-26,championship
Preston,Plymouth,1,2,A,1.75,3.6,4.75,2025-04-26,championship
Sheffield Weds,Portsmouth,1,1,D,2.05,3.9,3.25,2025-04-26,championship
Bayern Munich,Mainz,3,0,H,1.22,7.0,11.0,2025-04-26,bundesliga
Hoffenheim,Dortmund,2,3,A,4.1,4.33,1.73,2025-04-26,bundesliga
Holstein Kiel,M'gladbach,4,3,H,3.1,3.8,2.15,2025-04-26,bundesliga
Leverkusen,Augsburg,2,0,H,1.36,5.0,8.5,2025-04-26,bundesliga
Wolfsburg,Freiburg,0,1,A,2.35,3.5,2.88,2025-04-26,bundesliga
Ein Frankfurt,RB Leipzig,4,0,H,2.15,3.8,3.0,2025-04-26,bundesliga
Strasbourg,St Etienne,3,1,H,1.62,4.2,5.0,2025-04-26,ligue_1
Le Havre,Monaco,1,1,D,6.5,5.0,1.42,2025-04-26,ligue_1
Lyon,Rennes,4,1,H,1.75,4.2,4.1,2025-04-26,ligue_1
Oud-Heverlee Leuven,Standard,1,1,D,2.05,3.4,3.6,2025-04-26,pro_league
Westerlo,Mechelen,2,2,D,2.3,3.6,2.88,2025-04-26,pro_league
Cercle Brugge,St Truiden,3,1,H,2.05,3.5,3.5,2025-04-26,pro_league
Charleroi,Dender,4,1,H,1.62,4.0,5.0,2025-04-26,pro_league
Santa Clara,Arouca,2,0,H,1.9,3.1,4.5,2025-04-26,primeira_liga
Gil Vicente,Farense,1,0,H,2.3,3.1,3.3,2025-04-26,primeira_liga
Estrela,Porto,2,0,H,6.25,3.9,1.53,2025-04-26,primeira_liga
Sivasspor,Antalyaspor,2,0,H,2.1,3.4,3.4,2025-04-26,super_lig
Bodrumspor,Samsunspor,1,2,A,2.38,3.0,3.2,2025-04-26,super_lig
Gaziantep,Fenerbahce,1,3,A,6.5,4.5,1.44,2025-04-26,super_lig
Stoke,Sheffield United,0,2,A,2.35,3.3,3.0,2025-04-25,championship
Stuttgart,Heidenheim,0,1,A,1.48,5.0,5.75,2025-04-25,bundesliga
Paris SG,Nice,1,3,A,1.7,4.5,4.1,2025-04-25,ligue_1
Waalwijk,Utrecht,0,4,A,3.8,4.0,1.85,2025-04-25,eredivisie
Feyenoord,Zwolle,4,0,H,1.25,5.75,12.0,2025-04-25,eredivisie
Beerschot VA,Kortrijk,2,0,H,4.1,3.5,1.85,2025-04-25,pro_league
Famalicao,Sp Braga,1,1,D,3.25,3.3,2.2,2025-04-25,primeira_liga
Besiktas,Hatayspor,5,1,H,1.25,6.0,10.0,2025-04-25,super_lig
Leganes,Girona,1,1,D,2.75,3.1,2.75,2025-04-24,la_liga
Osasuna,Sevilla,1,0,H,2.5,3.0,3.2,2025-04-24,la_liga
Ath Madrid,Vallecano,3,0,H,1.53,4.0,6.5,2025-04-24,la_liga
Betis,Valladolid,5,1,H,1.2,7.0,13.0,2025-04-24,la_liga
AZ Alkmaar,NAC Breda,1,1,D,1.4,4.75,7.0,2025-04-24,eredivisie
Twente,PSV Eindhoven,1,3,A,4.1,4.0,1.8,2025-04-24,eredivisie
Club Brugge,St. Gilloise,0,1,A,1.9,3.64,3.97,2025-04-24,pro_league
Arsenal,Crystal Palace,2,2,D,1.4,4.75,7.5,2025-04-23,premier_league
Ath Bilbao,Las Palmas,1,0,H,1.36,5.25,7.0,2025-04-23,la_liga
Celta,Villarreal,3,0,H,2.5,3.4,2.8,2025-04-23,la_liga
Alaves,Sociedad,1,0,H,2.35,3.0,3.4,2025-04-23,la_liga
Getafe,Real Madrid,0,1,A,4.75,3.6,1.75,2025-04-23,la_liga
Cagliari,Fiorentina,1,2,A,3.1,3.1,2.45,2025-04-23,serie_a
Genoa,Lazio,0,2,A,3.3,3.2,2.3,2025-04-23,serie_a
Parma,Juventus,1,0,H,4.75,3.6,1.75,2025-04-23,serie_a
Torino,Udinese,2,0,H,2.4,2.9,3.3,2025-04-23,serie_a
Groningen,Heracles,4,1,H,2.0,3.2,4.1,2025-04-23,eredivisie
Anderlecht,Gent,5,0,H,1.85,3.25,4.0,2025-04-23,pro_league
Antwerp,Genk,1,1,D,3.2,3.5,2.0,2025-04-23,pro_league
Man City,Aston Villa,2,1,H,1.8,4.1,3.9,2025-04-22,premier_league
Valencia,Espanol,1,1,D,1.95,3.3,4.1,2025-04-22,la_liga
Barcelona,Mallorca,1,0,H,1.2,7.0,13.0,2025-04-22,la_liga
Nantes,Paris SG,1,1,D,6.25,5.5,1.4,2025-04-22,ligue_1
Dender,Charleroi,2,1,H,3.1,3.5,2.2,2025-04-22,pro_league
Mechelen,Westerlo,2,3,A,1.67,4.33,4.33,2025-04-22,pro_league
Standard,Oud-Heverlee Leuven,0,1,A,2.25,3.2,3.4,2025-04-22,pro_league
Tottenham,Nott'm Forest,1,2,A,2.45,3.6,2.63,2025-04-21,premier_league
Cardiff,Oxford,1,1,D,1.85,3.25,4.5,2025-04-21,championship
Hull,Preston,2,1,H,1.95,3.25,4.0,2025-04-21,championship
Leeds,Stoke,6,0,H,1.27,5.75,11.0,2025-04-21,championship
Luton,Bristol City,3,1,H,2.5,3.25,2.8,2025-04-21,championship
Millwall,Norwich,3,1,H,2.2,3.4,3.2,2025-04-21,championship
Plymouth,Coventry,3,1,H,4.75,3.7,1.73,2025-04-21,championship
Portsmouth,Watford,1,0,H,2.0,3.7,3.4,2025-04-21,championship
QPR,Swansea,1,2,A,2.4,3.5,2.75,2025-04-21,championship
Sheffield Weds,Middlesbrough,2,1,H,3.3,3.4,2.15,2025-04-21,championship
Sunderland,Blackburn,0,1,A,1.75,3.5,4.75,2025-04-21,championship
West Brom,Derby,1,3,A,1.91,3.5,3.8,2025-04-21,championship
Burnley,Sheffield United,2,1,H,1.95,3.5,3.9,2025-04-21,championship
Girona,Betis,1,3,A,2.88,3.3,2.45,2025-04-21,la_liga
Alanyaspor,Samsunspor,1,0,H,2.38,3.1,2.8,2025-04-21,super_lig
Fulham,Chelsea,1,2,A,2.7,3.7,2.35,2025-04-20,premier_league
Ipswich,Arsenal,0,4,A,8.0,4.5,1.4,2025-04-20,premier_league
Man United,Wolves,0,1,A,2.0,3.6,3.6,2025-04-20,premier_league
Leicester,Liverpool,0,1,A,11.0,6.25,1.22,2025-04-20,premier_league
Valladolid,Osasuna,2,3,A,4.5,3.4,1.83,2025-04-20,la_liga
Villarreal,Sociedad,2,2,D,1.7,3.7,5.0,2025-04-20,la_liga
Sevilla,Alaves,1,1,D,2.0,3.1,4.2,2025-04-20,la_liga
Real Madrid,Ath Bilbao,1,0,H,1.65,3.9,5.25,2025-04-20,la_liga
Augsburg,Ein Frankfurt,0,0,D,2.55,3.3,2.75,2025-04-20,bundesliga
Dortmund,M'gladbach,3,2,H,1.42,5.25,6.5,2025-04-20,bundesliga
St Pauli,Leverkusen,1,1,D,5.25,3.8,1.67,2025-04-20,bundesliga
Empoli,Venezia,2,2,D,2.25,3.0,3.6,2025-04-20,serie_a
Bologna,Inter,1,0,H,3.4,3.1,2.3,2025-04-20,serie_a
Milan,Atalanta,0,1,A,2.5,3.4,2.75,2025-04-20,serie_a
Lille,Auxerre,3,1,H,1.5,4.2,7.0,2025-04-20,ligue_1
Brest,Lens,1,3,A,2.35,3.3,3.1,2025-04-20,ligue_1
Nice,Angers,2,1,H,1.38,5.0,8.0,2025-04-20,ligue_1
Reims,Toulouse,1,0,H,3.3,3.25,2.25,2025-04-20,ligue_1
St Etienne,Lyon,2,1,H,5.25,4.2,1.62,2025-04-20,ligue_1
Utrecht,Ajax,4,0,H,3.5,3.6,2.0,2025-04-20,eredivisie
Anderlecht,Antwerp,0,0,D,1.85,3.6,4.0,2025-04-20,pro_league
Genk,St. Gilloise,1,2,A,2.4,3.5,2.7,2025-04-20,pro_league
Gent,Club Brugge,0,5,A,4.75,4.1,1.62,2025-04-20,pro_league
Buyuksehyr,Gaziantep,2,1,H,1.63,3.7,4.33,2025-04-20,super_lig
Rizespor,Eyupspor,1,0,H,2.1,3.3,3.25,2025-04-20,super_lig
Fenerbahce,Kayserispor,3,3,D,1.18,7.5,11.0,2025-04-20,super_lig
Brentford,Brighton,4,2,H,2.4,3.75,2.63,2025-04-19,premier_league
Crystal Palace,Bournemouth,0,0,D,2.45,3.6,2.63,2025-04-19,premier_league
Everton,Man City,0,2,A,3.7,3.6,1.91,2025-04-19,premier_league
West Ham,Southampton,1,1,D,1.48,4.33,6.5,2025-04-19,premier_league
Aston Villa,Newcastle,4,1,H,2.3,3.6,2.75,2025-04-19,premier_league
Vallecano,Valencia,1,1,D,2.25,3.0,3.4,2025-04-19,la_liga
Barcelona,Celta,4,3,H,1.3,5.75,8.0,2025-04-19,la_liga
Mallorca,Leganes,0,0,D,1.85,3.1,5.0,2025-04-19,la_liga
Las Palmas,Ath Madrid,1,0,H,5.75,4.2,1.55,2025-04-19,la_liga
Freiburg,Hoffenheim,3,2,H,1.91,3.7,3.75,2025-04-19,bundesliga
Heidenheim,Bayern Munich,0,4,A,9.0,6.0,1.29,2025-04-19,bundesliga
Mainz,Wolfsburg,2,2,D,2.0,3.6,3.6,2025-04-19,bundesliga
RB Leipzig,Holstein Kiel,1,1,D,1.33,5.75,7.5,2025-04-19,bundesliga
Werder Bremen,Bochum,1,0,H,1.73,4.1,4.33,2025-04-19,bundesliga
Union Berlin,Stuttgart,4,4,D,2.8,3.4,2.45,2025-04-19,bundesliga
Lecce,Como,0,3,A,3.75,3.3,2.05,2025-04-19,serie_a
Monza,Napoli,0,1,A,13.0,5.0,1.29,2025-04-19,serie_a
Roma,Verona,1,0,H,1.4,4.5,8.5,2025-04-19,serie_a
Paris SG,Le Havre,2,1,H,1.13,9.0,17.0,2025-04-19,ligue_1
Monaco,Strasbourg,0,0,D,1.57,4.75,4.75,2025-04-19,ligue_1
Marseille,Montpellier,5,1,H,1.22,7.0,11.0,2025-04-19,ligue_1
Heerenveen,Almere City,2,1,H,1.65,4.0,4.75,2025-04-19,eredivisie
Oud-Heverlee Leuven,Dender,4,4,D,2.0,3.25,3.8,2025-04-19,pro_league
Charleroi,Mechelen,3,0,H,2.2,3.4,3.2,2025-04-19,pro_league
Standard,Westerlo,1,1,D,2.4,3.3,2.8,2025-04-19,pro_league
AVS,Casa Pia,1,1,D,3.0,3.2,2.4,2025-04-19,primeira_liga
Nacional,Gil Vicente,0,3,A,2.3,3.1,3.2,2025-04-19,primeira_liga
Arouca,Estrela,1,0,H,1.9,3.3,4.2,2025-04-19,primeira_liga
Estoril,Sp Braga,0,2,A,3.8,3.4,1.95,2025-04-19,primeira_liga
Guimaraes,Benfica,0,3,A,5.25,4.0,1.6,2025-04-19,primeira_liga
Kasimpasa,Sivasspor,3,1,H,1.8,3.6,3.9,2025-04-19,super_lig
Ad. Demirspor,Trabzonspor,0,1,A,9.5,7.0,1.2,2025-04-19,super_lig
Goztep,Besiktas,1,1,D,2.6,3.3,2.6,2025-04-19,super_lig
Derby,Luton,0,1,A,2.6,2.9,3.0,2025-04-18,championship
Blackburn,Millwall,4,1,H,2.35,3.1,3.2,2025-04-18,championship
Bristol City,Sunderland,2,1,H,2.3,3.5,2.9,2025-04-18,championship
Coventry,West Brom,2,0,H,2.2,3.6,3.1,2025-04-18,championship
Middlesbrough,Plymouth,2,1,H,1.36,5.0,7.0,2025-04-18,championship
Norwich,Portsmouth,3,5,A,1.8,3.8,4.2,2025-04-18,championship
Preston,QPR,1,2,A,2.25,3.1,3.4,2025-04-18,championship
Stoke,Sheffield Weds,2,0,H,2.3,3.3,3.1,2025-04-18,championship
Swansea,Hull,1,0,H,2.3,3.3,3.0,2025-04-18,championship
Watford,Burnley,1,2,A,4.75,3.4,1.8,2025-04-18,championship
Sheffield United,Cardiff,2,0,H,1.57,3.75,6.0,2025-04-18,championship
Oxford,Leeds,0,1,A,8.0,5.0,1.36,2025-04-18,championship
Espanol,Getafe,1,0,H,2.88,2.63,3.0,2025-04-18,la_liga
Rennes,Nantes,2,1,H,1.8,3.5,4.75,2025-04-18,ligue_1
Farense,Boavista,0,1,A,1.8,3.4,4.75,2025-04-18,primeira_liga
Rio Ave,Santa Clara,1,1,D,2.88,2.9,2.7,2025-04-18,primeira_liga
Porto,Famalicao,2,1,H,1.48,4.75,6.0,2025-04-18,primeira_liga
Sp Lisbon,Moreirense,3,1,H,1.22,6.0,13.0,2025-04-18,primeira_liga
Galatasaray,Bodrumspor,2,0,H,1.3,5.5,8.0,2025-04-18,super_lig
Hatayspor,Konyaspor,2,3,A,3.9,3.6,1.8,2025-04-18,super_lig
Newcastle,Crystal Palace,5,0,H,1.67,3.9,5.0,2025-04-16,premier_league
Bournemouth,Fulham,1,0,H,2.15,3.5,3.3,2025-04-14,premier_league
Hull,Coventry,1,1,D,2.55,3.2,2.8,2025-04-14,championship
Ath Madrid,Valladolid,4,2,H,1.14,8.0,19.0,2025-04-14,la_liga
Napoli,Empoli,3,0,H,1.33,5.0,9.5,2025-04-14,serie_a
Eyupspor,Ad. Demirspor,6,0,H,1.18,7.5,12.0,2025-04-14,super_lig
Chelsea,Ipswich,2,2,D,1.27,7.0,8.5,2025-04-13,premier_league
Liverpool,West Ham,2,1,H,1.3,6.0,8.0,2025-04-13,premier_league
Wolves,Tottenham,4,2,H,2.2,3.6,3.1,2025-04-13,premier_league
Newcastle,Man United,4,1,H,1.65,4.2,4.75,2025-04-13,premier_league
Osasuna,Girona,2,1,H,2.45,3.2,3.1,2025-04-13,la_liga
Alaves,Real Madrid,0,1,A,5.25,4.1,1.62,2025-04-13,la_liga
Betis,Villarreal,1,2,A,2.35,3.3,3.1,2025-04-13,la_liga
Ath Bilbao,Vallecano,3,1,H,1.75,3.4,5.5,2025-04-13,la_liga
Stuttgart,Werder Bremen,1,2,A,1.65,4.33,4.5,2025-04-13,bundesliga
Ein Frankfurt,Heidenheim,3,0,H,1.73,4.2,4.2,2025-04-13,bundesliga
Atalanta,Bologna,2,0,H,1.95,3.5,3.9,2025-04-13,serie_a
Fiorentina,Parma,0,0,D,1.73,3.8,4.75,2025-04-13,serie_a
Verona,Genoa,0,0,D,3.0,2.9,2.63,2025-04-13,serie_a
Como,Torino,1,0,H,1.91,3.5,4.1,2025-04-13,serie_a
Lazio,Roma,1,1,D,2.8,3.2,2.63,2025-04-13,serie_a
St Etienne,Brest,3,3,D,3.5,3.6,2.05,2025-04-13,ligue_1
Angers,Montpellier,2,0,H,1.9,3.5,4.1,2025-04-13,ligue_1
Le Havre,Rennes,1,5,A,3.5,3.4,2.1,2025-04-13,ligue_1
Auxerre,Lyon,1,3,A,3.6,3.6,2.0,2025-04-13,ligue_1
Utrecht,Groningen,3,1,H,1.7,3.7,5.0,2025-04-13,eredivisie
Heracles,AZ Alkmaar,1,0,H,4.0,3.5,1.9,2025-04-13,eredivisie
Zwolle,Twente,1,1,D,3.6,3.6,2.0,2025-04-13,eredivisie
Willem II,Ajax,1,2,A,7.0,5.25,1.36,2025-04-13,eredivisie
Antwerp,Gent,0,1,A,2.05,3.4,3.4,2025-04-13,pro_league
Mechelen,Oud-Heverlee Leuven,1,1,D,1.73,3.7,4.5,2025-04-13,pro_league
Club Brugge,Genk,1,0,H,1.73,3.8,4.33,2025-04-13,pro_league
Dender,Standard,1,1,D,2.3,3.2,3.2,2025-04-13,pro_league
Estrela,Farense,0,1,A,2.7,3.0,2.75,2025-04-13,primeira_liga
Benfica,Arouca,2,2,D,1.17,7.0,17.0,2025-04-13,primeira_liga
Sp Braga,AVS,4,1,H,1.38,4.5,8.5,2025-04-13,primeira_liga
Moreirense,Rio Ave,0,2,A,1.95,3.25,4.1,2025-04-13,primeira_liga
Gaziantep,Hatayspor,2,1,H,1.5,4.5,5.5,2025-04-13,super_lig
Kayserispor,Kasimpasa,1,0,H,2.2,3.4,3.1,2025-04-13,super_lig
Sivasspor,Fenerbahce,1,3,A,7.5,4.75,1.38,2025-04-13,super_lig
Trabzonspor,Rizespor,2,0,H,1.75,3.6,4.33,2025-04-13,super_lig
Man City,Crystal Palace,5,2,H,1.5,4.75,5.75,2025-04-12,premier_league
Brighton,Leicester,2,2,D,1.29,6.0,10.0,2025-04-12,premier_league
Nott'm Forest,Everton,0,1,A,2.1,3.3,3.7,2025-04-12,premier_league
Southampton,Aston Villa,0,3,A,6.0,4.2,1.55,2025-04-12,premier_league
Arsenal,Brentford,1,1,D,1.6,4.33,5.0,2025-04-12,premier_league
Leeds,Preston,2,1,H,1.22,6.5,12.0,2025-04-12,championship
Plymouth,Sheffield United,2,1,H,5.25,4.0,1.6,2025-04-12,championship
Cardiff,Stoke,0,1,A,2.25,3.5,3.0,2025-04-12,championship
Luton,Blackburn,0,1,A,1.85,3.4,4.33,2025-04-12,championship
Millwall,Middlesbrough,1,0,H,2.88,3.25,2.45,2025-04-12,championship
Portsmouth,Derby,2,2,D,2.3,3.25,3.2,2025-04-12,championship
QPR,Bristol City,1,1,D,3.1,3.4,2.25,2025-04-12,championship
Sheffield Weds,Oxford,0,1,A,1.62,3.75,5.5,2025-04-12,championship
Sunderland,Swansea,0,1,A,1.7,3.6,4.75,2025-04-12,championship
West Brom,Watford,2,1,H,1.73,3.7,4.75,2025-04-12,championship
Sociedad,Mallorca,0,2,A,1.75,3.4,5.5,2025-04-12,la_liga
Getafe,Las Palmas,1,3,A,1.75,3.3,5.5,2025-04-12,la_liga
Celta,Espanol,0,2,A,1.62,3.7,6.0,2025-04-12,la_liga
Leganes,Barcelona,0,1,A,8.5,6.0,1.3,2025-04-12,la_liga
Bochum,Augsburg,1,2,A,2.5,3.4,2.8,2025-04-12,bundesliga
Hoffenheim,Mainz,2,0,H,2.7,3.5,2.55,2025-04-12,bundesliga
Holstein Kiel,St Pauli,1,2,A,3.25,3.3,2.25,2025-04-12,bundesliga
Leverkusen,Union Berlin,0,0,D,1.33,4.75,9.5,2025-04-12,bundesliga
M'gladbach,Freiburg,1,2,A,2.15,3.6,3.25,2025-04-12,bundesliga
Bayern Munich,Dortmund,2,2,D,1.44,5.25,6.0,2025-04-12,bundesliga
Venezia,Monza,1,0,H,1.73,3.6,5.0,2025-04-12,serie_a
Inter,Cagliari,3,1,H,1.33,5.25,8.0,2025-04-12,serie_a
Juventus,Lecce,2,1,H,1.33,4.5,10.0,2025-04-12,serie_a
Monaco,Marseille,3,0,H,2.0,3.8,3.4,2025-04-12,ligue_1
Toulouse,Lille,1,2,A,2.8,3.3,2.55,2025-04-12,ligue_1
Strasbourg,Nice,2,2,D,2.55,3.3,2.75,2025-04-12,ligue_1
For Sittard,Feyenoord,0,2,A,5.75,4.75,1.48,2025-04-12,eredivisie
Sparta Rotterdam,Heerenveen,3,1,H,1.91,3.75,3.75,2025-04-12,eredivisie
PSV Eindhoven,Almere City,5,0,H,1.13,9.0,17.0,2025-04-12,eredivisie
NAC Breda,Go Ahead Eagles,1,1,D,3.1,3.5,2.2,2025-04-12,eredivisie
Kortrijk,Beerschot VA,3,2,H,1.57,4.0,5.5,2025-04-12,pro_league
St Truiden,Cercle Brugge,3,1,H,2.38,3.2,2.9,2025-04-12,pro_league
St. Gilloise,Anderlecht,2,0,H,1.6,3.8,5.5,2025-04-12,pro_league
Boavista,Nacional,0,1,A,2.75,3.1,2.63,2025-04-12,primeira_liga
Famalicao,Estoril,3,0,H,2.0,3.3,3.75,2025-04-12,primeira_liga
Santa Clara,Sp Lisbon,0,1,A,6.25,3.6,1.6,2025-04-12,primeira_liga
Casa Pia,Porto,0,1,A,5.5,3.6,1.67,2025-04-12,primeira_liga
Konyaspor,Goztep,1,0,H,2.63,3.2,2.7,2025-04-12,super_lig
Besiktas,Buyuksehyr,0,2,A,1.9,3.5,4.0,2025-04-12,super_lig
Bodrumspor,Antalyaspor,0,0,D,2.05,3.25,3.6,2025-04-12,super_lig
Burnley,Norwich,2,1,H,1.6,3.9,5.5,2025-04-11,championship
Valencia,Sevilla,1,0,H,2.3,3.1,3.4,2025-04-11,la_liga
Wolfsburg,RB Leipzig,2,3,A,2.88,3.75,2.3,2025-04-11,bundesliga
Udinese,Milan,0,4,A,4.0,3.6,1.91,2025-04-11,serie_a
Lens,Reims,0,2,A,1.53,4.1,6.25,2025-04-11,ligue_1
Nijmegen,Waalwijk,2,1,H,1.67,4.0,4.75,2025-04-11,eredivisie
Westerlo,Charleroi,2,2,D,2.8,3.5,2.3,2025-04-11,pro_league
Gil Vicente,Guimaraes,0,1,A,4.2,3.2,1.95,2025-04-11,primeira_liga
Samsunspor,Galatasaray,0,2,A,5.0,4.0,1.65,2025-04-11,super_lig
Oxford,QPR,1,3,A,2.5,3.2,2.8,2025-04-09,championship
Swansea,Plymouth,3,0,H,1.58,4.0,5.0,2025-04-09,championship
Coventry,Portsmouth,1,0,H,1.62,4.1,4.75,2025-04-09,championship
Blackburn,Sheffield Weds,2,2,D,2.6,3.2,2.7,2025-04-08,championship
Bristol City,West Brom,2,1,H,2.4,3.4,2.87,2025-04-08,championship
Derby,Burnley,0,0,D,4.2,3.3,1.82,2025-04-08,championship
Norwich,Sunderland,0,0,D,2.37,3.5,2.8,2025-04-08,championship
Preston,Cardiff,2,2,D,2.55,3.3,2.75,2025-04-08,championship
Sheffield United,Millwall,0,1,A,1.62,3.75,5.25,2025-04-08,championship
Stoke,Luton,1,1,D,2.4,3.25,2.9,2025-04-08,championship
Watford,Hull,1,0,H,2.38,3.3,3.0,2025-04-08,championship
Middlesbrough,Leeds,0,1,A,4.5,3.9,1.67,2025-04-08,championship
Leicester,Newcastle,0,3,A,6.5,4.2,1.48,2025-04-07,premier_league
Leganes,Osasuna,1,1,D,2.7,3.1,2.75,2025-04-07,la_liga
Bologna,Napoli,1,1,D,2.9,3.0,2.7,2025-04-07,serie_a
Farense,Casa Pia,0,0,D,2.63,3.1,2.88,2025-04-07,primeira_liga
Rio Ave,Boavista,0,2,A,1.85,3.4,4.5,2025-04-07,primeira_liga
Sp Lisbon,Sp Braga,1,1,D,1.53,4.0,6.25,2025-04-07,primeira_liga
Goztep,Gaziantep,1,1,D,1.7,3.8,4.75,2025-04-07,super_lig
Kasimpasa,Besiktas,1,1,D,3.25,3.4,2.15,2025-04-07,super_lig
Brentford,Chelsea,0,0,D,3.2,3.6,2.15,2025-04-06,premier_league
Fulham,Liverpool,3,2,H,4.5,3.5,1.83,2025-04-06,premier_league
Tottenham,Southampton,3,1,H,1.38,5.5,6.5,2025-04-06,premier_league
Man United,Man City,0,0,D,3.4,3.6,2.1,2025-04-06,premier_league
Las Palmas,Sociedad,1,3,A,3.2,3.2,2.35,2025-04-06,la_liga
Sevilla,Ath Madrid,1,2,A,3.5,3.2,2.2,2025-04-06,la_liga
Valladolid,Getafe,0,4,A,4.75,3.1,1.9,2025-04-06,la_liga
Villarreal,Ath Bilbao,0,0,D,2.2,3.3,3.25,2025-04-06,la_liga
St Pauli,M'gladbach,1,1,D,2.5,3.3,2.75,2025-04-06,bundesliga
Union Berlin,Wolfsburg,1,0,H,2.45,3.3,2.88,2025-04-06,bundesliga
Lecce,Venezia,1,1,D,2.3,3.1,3.4,2025-04-06,serie_a
Empoli,Cagliari,0,0,D,2.45,3.0,3.1,2025-04-06,serie_a
Torino,Verona,1,1,D,1.8,3.2,5.25,2025-04-06,serie_a
