HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Date,League
Leganes,Betis,2,3,A,3.8,3.3,2.05,2025-03-16,la_liga
Sevilla,Ath Bilbao,0,1,A,2.9,3.2,2.5,2025-03-16,la_liga
Osasuna,Getafe,1,2,A,2.25,2.88,3.8,2025-03-16,la_liga
Vallecano,Sociedad,2,2,D,2.5,3.0,3.1,2025-03-16,la_liga
Ath Madrid,Barcelona,2,4,A,3.1,3.6,2.2,2025-03-16,la_liga
Bochum,Ein Frankfurt,1,3,A,3.1,3.6,2.2,2025-03-16,bundesliga
Heidenheim,Holstein Kiel,3,1,H,2.0,3.5,3.75,2025-03-16,bundesliga
Stuttgart,Leverkusen,3,4,A,3.1,3.4,2.3,2025-03-16,bundesliga
Venezia,Napoli,0,0,D,5.75,4.33,1.53,2025-03-16,serie_a
Bologna,Lazio,5,0,H,2.4,3.1,3.25,2025-03-16,serie_a
Roma,Cagliari,1,0,H,1.55,4.2,5.75,2025-03-16,serie_a
Fiorentina,Juventus,3,0,H,3.4,3.2,2.25,2025-03-16,serie_a
Atalanta,Inter,0,2,A,2.55,3.3,2.8,2025-03-16,serie_a
Lyon,Le Havre,4,2,H,1.36,5.5,7.0,2025-03-16,ligue_1
Brest,Reims,0,0,D,1.67,3.9,5.0,2025-03-16,ligue_1
Montpellier,St Etienne,0,2,A,2.2,3.5,3.2,2025-03-16,ligue_1
Strasbourg,Toulouse,2,1,H,2.25,3.25,3.25,2025-03-16,ligue_1
Paris SG,Marseille,3,1,H,1.45,5.0,6.0,2025-03-16,ligue_1
Go Ahead Eagles,Willem II,1,0,H,1.55,3.9,6.0,2025-03-16,eredivisie
Groningen,For Sittard,1,0,H,1.9,3.4,4.1,2025-03-16,eredivisie
Twente,Feyenoord,2,6,A,2.2,3.6,3.0,2025-03-16,eredivisie
Ajax,AZ Alkmaar,2,2,D,1.75,3.8,4.33,2025-03-16,eredivisie
Standard,Antwerp,0,0,D,3.2,3.25,2.25,2025-03-16,pro_league
Anderlecht,Cercle Brugge,3,0,H,1.85,3.5,4.2,2025-03-16,pro_league
Club Brugge,Charleroi,4,2,H,1.53,4.1,6.0,2025-03-16,pro_league
Gent,Kortrijk,1,2,A,1.7,3.75,4.75,2025-03-16,pro_league
Mechelen,Dender,2,1,H,1.83,3.6,4.1,2025-03-16,pro_league
Oud-Heverlee Leuven,St Truiden,3,2,H,2.6,3.0,3.0,2025-03-16,pro_league
Beerschot VA,Westerlo,1,2,A,3.5,3.6,1.95,2025-03-16,pro_league
Arouca,Estoril,1,1,D,1.95,3.4,3.9,2025-03-16,primeira_liga
Nacional,Casa Pia,3,1,H,2.4,3.3,2.9,2025-03-16,primeira_liga
Rio Ave,Benfica,2,3,A,6.5,5.25,1.38,2025-03-16,primeira_liga
Guimaraes,Estrela,2,0,H,1.45,4.1,7.5,2025-03-16,primeira_liga
Moreirense,Boavista,1,0,H,1.75,3.3,5.25,2025-03-16,primeira_liga
Rizespor,Bodrumspor,0,2,A,2.0,3.0,4.0,2025-03-16,super_lig
Goztep,Eyupspor,1,1,D,1.75,3.6,4.5,2025-03-16,super_lig
Hatayspor,Sivasspor,3,2,H,2.2,3.4,3.1,2025-03-16,super_lig
Fenerbahce,Samsunspor,0,0,D,1.38,4.75,7.0,2025-03-16,super_lig
Everton,West Ham,1,1,D,2.05,3.2,3.9,2025-03-15,premier_league
Ipswich,Nott'm Forest,2,4,A,3.75,3.5,2.0,2025-03-15,premier_league
Man City,Brighton,2,2,D,1.67,4.33,4.5,2025-03-15,premier_league
Southampton,Wolves,1,2,A,3.7,3.4,2.0,2025-03-15,premier_league
Bournemouth,Brentford,1,2,A,1.73,4.2,4.2,2025-03-15,premier_league
Millwall,Stoke,1,0,H,2.15,3.1,3.6,2025-03-15,championship
QPR,Leeds,2,2,D,6.0,4.33,1.5,2025-03-15,championship
Blackburn,Cardiff,1,2,A,2.0,3.3,3.8,2025-03-15,championship
Coventry,Sunderland,3,0,H,2.6,3.25,2.7,2025-03-15,championship
Luton,Middlesbrough,0,0,D,2.63,3.3,2.63,2025-03-15,championship
Oxford,Watford,1,0,H,2.75,3.25,2.55,2025-03-15,championship
Plymouth,Derby,2,3,A,2.8,3.2,2.55,2025-03-15,championship
Preston,Portsmouth,2,1,H,2.15,3.1,3.6,2025-03-15,championship
Swansea,Burnley,0,2,A,3.6,3.2,2.1,2025-03-15,championship
West Brom,Hull,1,1,D,1.9,3.5,4.0,2025-03-15,championship
Valladolid,Celta,0,1,A,5.0,3.8,1.63,2025-03-15,la_liga
Mallorca,Espanol,2,1,H,1.77,3.3,5.0,2025-03-15,la_liga
Villarreal,Real Madrid,1,2,A,3.1,3.75,2.15,2025-03-15,la_liga
Girona,Valencia,1,1,D,1.92,3.5,3.9,2025-03-15,la_liga
Augsburg,Wolfsburg,1,0,H,2.55,3.3,2.75,2025-03-15,bundesliga
Mainz,Freiburg,2,2,D,1.95,3.3,4.1,2025-03-15,bundesliga
Union Berlin,Bayern Munich,1,1,D,8.5,5.0,1.36,2025-03-15,bundesliga
Werder Bremen,M'gladbach,2,4,A,2.35,3.6,2.8,2025-03-15,bundesliga
RB Leipzig,Dortmund,2,0,H,2.38,3.6,2.88,2025-03-15,bundesliga
Monza,Parma,1,1,D,3.1,3.0,2.45,2025-03-15,serie_a
Udinese,Verona,0,1,A,1.73,3.5,5.0,2025-03-15,serie_a
Milan,Como,2,1,H,1.8,3.6,4.5,2025-03-15,serie_a
Torino,Empoli,1,0,H,1.8,3.3,5.0,2025-03-15,serie_a
Nantes,Lille,1,0,H,3.6,3.2,2.15,2025-03-15,ligue_1
Angers,Monaco,0,2,A,6.5,4.75,1.42,2025-03-15,ligue_1
Lens,Rennes,1,0,H,2.05,3.5,3.6,2025-03-15,ligue_1
Utrecht,Nijmegen,0,1,A,1.8,3.75,4.2,2025-03-15,eredivisie
Sparta Rotterdam,Zwolle,1,1,D,1.62,4.0,5.25,2025-03-15,eredivisie
Waalwijk,PSV Eindhoven,0,3,A,10.0,7.0,1.22,2025-03-15,eredivisie
Heerenveen,Heracles,1,1,D,1.75,3.8,4.33,2025-03-15,eredivisie
Genk,St. Gilloise,2,1,H,2.6,3.4,2.6,2025-03-15,pro_league
Farense,Sp Braga,0,1,A,4.33,3.4,1.85,2025-03-15,primeira_liga
Gil Vicente,Santa Clara,0,1,A,3.0,3.0,2.55,2025-03-15,primeira_liga
Porto,AVS,2,0,H,1.25,5.75,11.0,2025-03-15,primeira_liga
Sp Lisbon,Famalicao,3,1,H,1.3,5.5,9.0,2025-03-15,primeira_liga
Gaziantep,Kayserispor,1,0,H,2.3,3.1,3.3,2025-03-15,super_lig
Kasimpasa,Alanyaspor,2,1,H,2.05,3.5,3.3,2025-03-15,super_lig
Buyuksehyr,Trabzonspor,0,3,A,2.25,3.1,3.25,2025-03-15,super_lig
Konyaspor,Besiktas,1,0,H,2.9,3.6,2.25,2025-03-15,super_lig
Bristol City,Norwich,2,1,H,2.1,3.4,3.6,2025-03-14,championship
Las Palmas,Alaves,2,2,D,2.88,3.0,2.75,2025-03-14,la_liga
St Pauli,Hoffenheim,1,0,H,2.25,3.25,3.3,2025-03-14,bundesliga
Genoa,Lecce,2,1,H,2.15,2.9,4.2,2025-03-14,serie_a
Nice,Auxerre,1,1,D,1.57,3.9,6.0,2025-03-14,ligue_1
Almere City,NAC Breda,1,1,D,2.2,3.2,3.4,2025-03-14,eredivisie
Galatasaray,Antalyaspor,4,0,H,1.25,6.0,8.5,2025-03-14,super_lig
Hull,Oxford,2,1,H,1.7,3.6,5.0,2025-03-12,championship
Leeds,Millwall,2,0,H,1.29,5.25,10.0,2025-03-12,championship
Portsmouth,Plymouth,1,2,A,1.67,3.7,5.0,2025-03-12,championship
Watford,Swansea,1,0,H,2.3,3.25,3.1,2025-03-12,championship
Stoke,Blackburn,1,0,H,2.6,3.3,2.7,2025-03-12,championship
Burnley,West Brom,1,1,D,1.87,3.2,4.33,2025-03-11,championship
Cardiff,Luton,1,2,A,2.3,3.25,3.1,2025-03-11,championship
Derby,Coventry,2,0,H,3.4,3.2,2.2,2025-03-11,championship
Middlesbrough,QPR,2,1,H,1.9,3.3,4.33,2025-03-11,championship
Norwich,Sheffield Weds,2,3,A,2.2,3.25,3.25,2025-03-11,championship
Sunderland,Preston,1,1,D,1.65,3.7,5.5,2025-03-11,championship
Sheffield United,Bristol City,1,1,D,2.0,3.25,3.8,2025-03-11,championship
West Ham,Newcastle,0,1,A,3.25,3.4,2.2,2025-03-10,premier_league
Espanol,Girona,1,1,D,3.1,3.2,2.4,2025-03-10,la_liga
Lazio,Udinese,1,1,D,1.73,3.5,5.25,2025-03-10,serie_a
Famalicao,Rio Ave,1,0,H,1.95,3.3,4.1,2025-03-10,primeira_liga
Besiktas,Gaziantep,1,2,A,1.48,4.5,5.5,2025-03-10,super_lig
Chelsea,Leicester,1,0,H,1.18,8.0,12.0,2025-03-09,premier_league
Tottenham,Bournemouth,2,2,D,2.7,3.9,2.35,2025-03-09,premier_league
Man United,Arsenal,1,1,D,5.75,3.5,1.7,2025-03-09,premier_league
Portsmouth,Leeds,1,0,H,7.5,4.5,1.4,2025-03-09,championship
Getafe,Ath Madrid,2,1,H,4.5,3.1,1.95,2025-03-09,la_liga
Real Madrid,Vallecano,2,1,H,1.29,5.75,9.5,2025-03-09,la_liga
Ath Bilbao,Mallorca,1,1,D,1.62,3.7,6.0,2025-03-09,la_liga
Betis,Las Palmas,1,0,H,1.42,4.5,7.5,2025-03-09,la_liga
Sociedad,Sevilla,0,1,A,2.2,3.2,3.5,2025-03-09,la_liga
Ein Frankfurt,Union Berlin,1,2,A,1.73,4.0,4.5,2025-03-09,bundesliga
Hoffenheim,Heidenheim,1,1,D,1.75,4.0,4.33,2025-03-09,bundesliga
Verona,Bologna,1,2,A,5.25,3.3,1.75,2025-03-09,serie_a
Napoli,Fiorentina,2,1,H,1.55,4.0,6.25,2025-03-09,serie_a
Empoli,Roma,0,1,A,3.9,3.3,2.0,2025-03-09,serie_a
Juventus,Atalanta,0,4,A,2.5,3.25,2.88,2025-03-09,serie_a
Brest,Angers,2,0,H,1.73,3.6,5.0,2025-03-09,ligue_1
Le Havre,St Etienne,1,1,D,2.3,3.4,3.1,2025-03-09,ligue_1
Nantes,Strasbourg,0,1,A,2.6,3.25,2.75,2025-03-09,ligue_1
Reims,Auxerre,0,2,A,2.4,3.3,3.0,2025-03-09,ligue_1
Nice,Lyon,0,2,A,2.0,3.7,3.5,2025-03-09,ligue_1
Willem II,Utrecht,2,3,A,4.1,3.3,1.95,2025-03-09,eredivisie
Nijmegen,Go Ahead Eagles,2,3,A,2.15,3.5,3.3,2025-03-09,eredivisie
Zwolle,Ajax,0,1,A,5.75,4.0,1.6,2025-03-09,eredivisie
Twente,Almere City,1,0,H,1.27,5.75,8.5,2025-03-09,eredivisie
Cercle Brugge,Club Brugge,1,3,A,4.5,3.6,1.75,2025-03-09,pro_league
Westerlo,Anderlecht,2,0,H,3.0,3.5,2.25,2025-03-09,pro_league
Antwerp,Gent,0,1,A,2.2,3.5,3.1,2025-03-09,pro_league
St. Gilloise,Standard,3,0,H,1.36,5.0,7.0,2025-03-09,pro_league
Santa Clara,Moreirense,1,1,D,2.0,3.1,4.1,2025-03-09,primeira_liga
Casa Pia,Sp Lisbon,1,3,A,6.5,3.9,1.53,2025-03-09,primeira_liga
Boavista,Guimaraes,1,2,A,5.25,3.8,1.65,2025-03-09,primeira_liga
Sivasspor,Goztep,3,1,H,3.7,3.3,2.0,2025-03-09,super_lig
Eyupspor,Konyaspor,2,1,H,2.1,3.25,3.6,2025-03-09,super_lig
Samsunspor,Ad. Demirspor,3,2,H,1.25,5.75,9.5,2025-03-09,super_lig
Alanyaspor,Galatasaray,1,2,A,4.75,4.1,1.65,2025-03-09,super_lig
Nott'm Forest,Man City,1,0,H,4.0,3.75,1.85,2025-03-08,premier_league
Brighton,Fulham,2,1,H,1.95,3.6,3.75,2025-03-08,premier_league
Crystal Palace,Ipswich,1,0,H,1.45,4.75,6.25,2025-03-08,premier_league
Liverpool,Southampton,3,1,H,1.1,9.0,19.0,2025-03-08,premier_league
Brentford,Aston Villa,0,1,A,2.2,3.8,2.9,2025-03-08,premier_league
Wolves,Everton,1,1,D,2.6,3.1,2.88,2025-03-08,premier_league
Coventry,Stoke,3,2,H,1.53,4.33,5.5,2025-03-08,championship
Watford,Millwall,1,2,A,2.3,3.25,3.1,2025-03-08,championship
Bristol City,Hull,1,1,D,1.9,3.5,3.9,2025-03-08,championship
Burnley,Luton,4,0,H,1.62,3.6,6.0,2025-03-08,championship
Derby,Blackburn,2,1,H,2.7,3.0,2.75,2025-03-08,championship
Plymouth,Sheffield Weds,0,3,A,3.6,3.5,2.0,2025-03-08,championship
Sheffield United,Preston,1,0,H,1.62,4.1,5.0,2025-03-08,championship
Sunderland,Cardiff,2,1,H,1.5,4.33,5.75,2025-03-08,championship
Swansea,Middlesbrough,1,0,H,2.7,3.4,2.5,2025-03-08,championship
West Brom,QPR,1,0,H,1.73,3.6,4.75,2025-03-08,championship
Celta,Leganes,2,1,H,1.55,3.8,7.0,2025-03-08,la_liga
Alaves,Villarreal,1,0,H,3.1,3.25,2.38,2025-03-08,la_liga
Valencia,Valladolid,2,1,H,1.38,4.5,9.0,2025-03-08,la_liga
Bayern Munich,Bochum,2,3,A,1.11,9.5,19.0,2025-03-08,bundesliga
Dortmund,Augsburg,0,1,A,1.53,4.33,5.75,2025-03-08,bundesliga
Holstein Kiel,Stuttgart,2,2,D,5.75,4.33,1.53,2025-03-08,bundesliga
Leverkusen,Werder Bremen,0,2,A,1.27,5.75,11.0,2025-03-08,bundesliga
Wolfsburg,St Pauli,1,1,D,1.75,3.5,5.0,2025-03-08,bundesliga
Freiburg,RB Leipzig,0,0,D,2.55,3.3,2.7,2025-03-08,bundesliga
Como,Venezia,1,1,D,1.57,3.8,6.5,2025-03-08,serie_a
Parma,Torino,2,2,D,3.0,3.25,2.4,2025-03-08,serie_a
Lecce,Milan,2,3,A,4.75,3.6,1.75,2025-03-08,serie_a
Inter,Monza,3,2,H,1.14,7.0,21.0,2025-03-08,serie_a
Rennes,Paris SG,1,4,A,4.75,3.9,1.7,2025-03-08,ligue_1
Lille,Montpellier,1,0,H,1.37,4.75,7.5,2025-03-08,ligue_1
Marseille,Lens,0,1,A,1.53,4.33,6.0,2025-03-08,ligue_1
For Sittard,Heracles,1,0,H,2.25,3.6,3.0,2025-03-08,eredivisie
PSV Eindhoven,Heerenveen,2,1,H,1.25,6.5,10.0,2025-03-08,eredivisie
Kortrijk,Oud-Heverlee Leuven,2,0,H,2.35,3.2,3.0,2025-03-08,pro_league
Charleroi,Mechelen,0,1,A,2.1,3.3,3.4,2025-03-08,pro_league
Dender,Genk,0,1,A,4.1,3.7,1.8,2025-03-08,pro_league
AVS,Arouca,0,1,A,3.1,3.1,2.38,2025-03-08,primeira_liga
Benfica,Nacional,3,0,H,1.22,7.0,11.0,2025-03-08,primeira_liga
Estoril,Farense,2,2,D,2.05,3.2,3.8,2025-03-08,primeira_liga
Sp Braga,Porto,1,0,H,3.3,3.25,2.2,2025-03-08,primeira_liga
Kayserispor,Buyuksehyr,3,1,H,2.88,3.25,2.45,2025-03-08,super_lig
Antalyaspor,Rizespor,2,1,H,2.8,3.0,2.7,2025-03-08,super_lig
Trabzonspor,Hatayspor,1,2,A,1.38,5.0,7.0,2025-03-08,super_lig
Norwich,Oxford,1,1,D,1.54,4.0,5.5,2025-03-07,championship
M'gladbach,Mainz,1,3,A,2.6,3.3,2.7,2025-03-07,bundesliga
Cagliari,Genoa,1,1,D,2.45,3.0,3.2,2025-03-07,serie_a
Toulouse,Monaco,1,1,D,3.25,3.5,2.15,2025-03-07,ligue_1
NAC Breda,Sparta Rotterdam,1,1,D,2.7,3.2,2.7,2025-03-07,eredivisie
St Truiden,Beerschot VA,2,0,H,1.54,4.2,5.0,2025-03-07,pro_league
Estrela,Gil Vicente,1,1,D,2.62,3.0,2.8,2025-03-07,primeira_liga
Bodrumspor,Kasimpasa,1,0,H,2.2,3.4,3.2,2025-03-07,super_lig
Cardiff,Burnley,1,2,A,4.2,3.4,1.9,2025-03-04,championship
Hull,Plymouth,2,0,H,1.62,3.6,5.75,2025-03-04,championship
Millwall,Bristol City,0,2,A,2.75,3.0,2.75,2025-03-04,championship
Preston,Swansea,0,0,D,2.38,3.2,3.1,2025-03-04,championship
Juventus,Verona,2,0,H,1.3,5.0,12.0,2025-03-03,serie_a
Sp Lisbon,Estoril,3,1,H,1.2,7.0,11.0,2025-03-03,primeira_liga
Gaziantep,Eyupspor,3,1,H,2.3,3.4,3.0,2025-03-03,super_lig
Konyaspor,Trabzonspor,1,0,H,2.63,3.3,2.63,2025-03-03,super_lig
Buyuksehyr,Sivasspor,1,0,H,1.67,4.0,4.75,2025-03-03,super_lig
Goztep,Samsunspor,2,2,D,2.0,3.4,3.75,2025-03-03,super_lig
Leganes,Getafe,1,0,H,3.1,2.88,2.6,2025-03-02,la_liga
Barcelona,Sociedad,4,0,H,1.25,5.75,12.0,2025-03-02,la_liga
Mallorca,Alaves,1,1,D,2.25,3.1,3.5,2025-03-02,la_liga
Osasuna,Valencia,3,3,D,2.3,3.2,3.3,2025-03-02,la_liga
Union Berlin,Holstein Kiel,0,1,A,1.57,4.33,5.25,2025-03-02,bundesliga
Augsburg,Freiburg,0,0,D,2.63,3.25,2.7,2025-03-02,bundesliga
Monza,Torino,0,2,A,4.1,3.3,1.95,2025-03-02,serie_a
Bologna,Cagliari,2,1,H,1.57,3.75,6.5,2025-03-02,serie_a
Genoa,Empoli,1,1,D,1.91,3.1,4.75,2025-03-02,serie_a
Roma,Como,2,1,H,1.87,3.6,4.0,2025-03-02,serie_a
Milan,Lazio,1,2,A,2.05,3.6,3.5,2025-03-02,serie_a
Lyon,Brest,2,1,H,1.65,3.9,5.25,2025-03-02,ligue_1
Angers,Toulouse,0,4,A,3.3,3.1,2.35,2025-03-02,ligue_1
Auxerre,Strasbourg,0,1,A,2.8,3.4,2.5,2025-03-02,ligue_1
Montpellier,Rennes,0,4,A,3.5,3.4,2.1,2025-03-02,ligue_1
Marseille,Nantes,2,0,H,1.4,5.0,7.0,2025-03-02,ligue_1
Heerenveen,AZ Alkmaar,3,1,H,3.6,3.3,2.1,2025-03-02,eredivisie
Almere City,Ajax,0,1,A,7.5,4.75,1.4,2025-03-02,eredivisie
Heracles,Zwolle,4,2,H,2.2,3.4,3.25,2025-03-02,eredivisie
Sparta Rotterdam,Willem II,4,0,H,1.65,3.8,5.25,2025-03-02,eredivisie
Beerschot VA,Mechelen,1,0,H,3.8,3.6,1.85,2025-03-02,pro_league
Standard,Anderlecht,0,2,A,3.5,3.4,2.05,2025-03-02,pro_league
Oud-Heverlee Leuven,Westerlo,0,0,D,2.4,3.4,2.75,2025-03-02,pro_league
Boavista,Santa Clara,1,0,H,4.33,3.2,1.95,2025-03-02,primeira_liga
Moreirense,Estrela,1,1,D,1.91,3.0,4.75,2025-03-02,primeira_liga
Farense,AVS,0,1,A,2.25,3.1,3.4,2025-03-02,primeira_liga
Rio Ave,Sp Braga,2,1,H,4.2,3.6,1.83,2025-03-02,primeira_liga
Rizespor,Alanyaspor,3,1,H,1.85,3.5,4.2,2025-03-02,super_lig
Kasimpasa,Galatasaray,3,3,D,4.75,4.33,1.62,2025-03-02,super_lig
Fenerbahce,Antalyaspor,3,0,H,1.27,6.5,8.5,2025-03-02,super_lig
Blackburn,Norwich,1,1,D,2.5,3.4,2.7,2025-03-01,championship
Leeds,West Brom,1,1,D,1.36,4.5,9.0,2025-03-01,championship
Oxford,Coventry,2,3,A,3.5,3.25,2.1,2025-03-01,championship
Luton,Portsmouth,1,0,H,2.15,3.3,3.4,2025-03-01,championship
Middlesbrough,Derby,1,0,H,1.65,3.6,5.5,2025-03-01,championship
QPR,Sheffield United,1,2,A,3.0,3.2,2.4,2025-03-01,championship
Stoke,Watford,0,0,D,2.45,3.3,2.88,2025-03-01,championship
Girona,Celta,2,2,D,2.2,3.5,3.25,2025-03-01,la_liga
Vallecano,Sevilla,1,1,D,2.3,3.2,3.3,2025-03-01,la_liga
Betis,Real Madrid,2,1,H,4.33,4.0,1.73,2025-03-01,la_liga
Ath Madrid,Ath Bilbao,1,0,H,2.05,3.5,3.6,2025-03-01,la_liga
Bochum,Hoffenheim,0,1,A,2.4,3.6,2.8,2025-03-01,bundesliga
Heidenheim,M'gladbach,0,3,A,3.1,3.5,2.25,2025-03-01,bundesliga
RB Leipzig,Mainz,1,2,A,1.95,3.7,3.75,2025-03-01,bundesliga
St Pauli,Dortmund,0,2,A,4.1,3.8,1.83,2025-03-01,bundesliga
Werder Bremen,Wolfsburg,1,2,A,2.63,3.4,2.6,2025-03-01,bundesliga
Ein Frankfurt,Leverkusen,1,4,A,4.75,3.75,1.73,2025-03-01,bundesliga
Atalanta,Venezia,0,0,D,1.2,6.5,15.0,2025-03-01,serie_a
Napoli,Inter,1,1,D,3.1,3.2,2.38,2025-03-01,serie_a
Udinese,Parma,1,0,H,1.8,3.6,4.5,2025-03-01,serie_a
St Etienne,Nice,1,3,A,5.0,4.0,1.67,2025-03-01,ligue_1
Lens,Le Havre,3,4,A,1.38,5.0,7.5,2025-03-01,ligue_1
Paris SG,Lille,4,1,H,1.4,4.75,7.5,2025-03-01,ligue_1
Utrecht,NAC Breda,1,0,H,1.53,4.2,6.0,2025-03-01,eredivisie
Go Ahead Eagles,PSV Eindhoven,3,2,H,5.25,4.2,1.57,2025-03-01,eredivisie
Groningen,Twente,1,1,D,3.9,3.5,1.95,2025-03-01,eredivisie
Feyenoord,Nijmegen,0,0,D,1.44,5.0,6.0,2025-03-01,eredivisie
Cercle Brugge,Antwerp,0,0,D,2.38,3.4,2.75,2025-03-01,pro_league
Gent,Club Brugge,1,1,D,4.1,4.0,1.73,2025-03-01,pro_league
St Truiden,Kortrijk,4,2,H,1.75,3.6,4.33,2025-03-01,pro_league
St. Gilloise,Dender,4,1,H,1.33,5.0,8.0,2025-03-01,pro_league
Nacional,Famalicao,2,1,H,2.6,3.0,2.9,2025-03-01,primeira_liga
Arouca,Porto,0,2,A,5.0,3.75,1.67,2025-03-01,primeira_liga
Guimaraes,Casa Pia,1,0,H,1.75,3.6,4.75,2025-03-01,primeira_liga
Ad. Demirspor,Bodrumspor,0,0,D,4.33,3.9,1.73,2025-03-01,super_lig
Besiktas,Kayserispor,2,0,H,1.48,4.5,5.5,2025-03-01,super_lig
Sheffield Weds,Sunderland,1,2,A,2.7,3.2,2.63,2025-02-28,championship
Valladolid,Las Palmas,1,1,D,3.1,3.2,2.4,2025-02-28,la_liga
Stuttgart,Bayern Munich,1,3,A,4.75,4.2,1.65,2025-02-28,bundesliga
Fiorentina,Lecce,1,0,H,1.75,3.4,5.0,2025-02-28,serie_a
Monaco,Reims,3,0,H,1.38,5.0,7.5,2025-02-28,ligue_1
Waalwijk,For Sittard,1,2,A,1.95,3.7,3.7,2025-02-28,eredivisie
Charleroi,Genk,1,1,D,2.55,3.4,2.63,2025-02-28,pro_league
West Ham,Leicester,2,0,H,1.62,4.2,5.0,2025-02-27,premier_league
Bologna,Milan,2,1,H,2.88,3.3,2.5,2025-02-27,serie_a
Brentford,Everton,1,1,D,2.0,3.7,3.5,2025-02-26,premier_league
Man United,Ipswich,3,2,H,1.53,4.33,6.0,2025-02-26,premier_league
Nott'm Forest,Arsenal,0,0,D,3.9,3.6,1.95,2025-02-26,premier_league
Tottenham,Man City,0,1,A,3.25,4.0,2.0,2025-02-26,premier_league
Liverpool,Newcastle,2,0,H,1.5,4.5,5.75,2025-02-26,premier_league
Brighton,Bournemouth,2,1,H,2.0,3.8,3.3,2025-02-25,premier_league
Crystal Palace,Aston Villa,4,1,H,2.45,3.4,2.8,2025-02-25,premier_league
Wolves,Fulham,1,2,A,2.63,3.3,2.63,2025-02-25,premier_league
Chelsea,Southampton,4,0,H,1.17,8.0,13.0,2025-02-25,premier_league
Cardiff,Hull,1,0,H,2.7,3.1,2.7,2025-02-25,championship
Stoke,Middlesbrough,1,3,A,2.9,3.4,2.35,2025-02-25,championship
Sheffield United,Leeds,1,3,A,3.9,3.7,1.85,2025-02-24,championship
Sevilla,Mallorca,1,1,D,2.05,3.2,3.9,2025-02-24,la_liga
Roma,Monza,4,0,H,1.33,4.75,11.0,2025-02-24,serie_a
Porto,Guimaraes,1,1,D,1.67,3.7,5.25,2025-02-24,primeira_liga
Galatasaray,Fenerbahce,0,0,D,2.25,3.6,2.9,2025-02-24,super_lig
Newcastle,Nott'm Forest,4,3,H,1.8,3.8,4.2,2025-02-23,premier_league
Man City,Liverpool,0,2,A,2.88,3.8,2.25,2025-02-23,premier_league
Watford,Luton,2,0,H,2.35,3.5,2.88,2025-02-23,championship
Ath Bilbao,Valladolid,7,1,H,1.17,7.0,19.0,2025-02-23,la_liga
Real Madrid,Girona,2,0,H,1.29,6.25,8.5,2025-02-23,la_liga
Getafe,Betis,1,2,A,2.6,3.1,2.9,2025-02-23,la_liga
Sociedad,Leganes,3,0,H,1.55,3.75,7.0,2025-02-23,la_liga
RB Leipzig,Heidenheim,2,2,D,1.33,5.0,8.5,2025-02-23,bundesliga
Bayern Munich,Ein Frankfurt,4,0,H,1.3,6.5,7.5,2025-02-23,bundesliga
Hoffenheim,Stuttgart,1,1,D,3.5,3.9,1.95,2025-02-23,bundesliga
Como,Napoli,2,1,H,3.6,3.0,2.25,2025-02-23,serie_a
Verona,Fiorentina,1,0,H,4.33,3.4,1.9,2025-02-23,serie_a
Empoli,Atalanta,0,5,A,6.25,3.9,1.57,2025-02-23,serie_a
Cagliari,Juventus,0,1,A,4.1,3.5,1.9,2025-02-23,serie_a
Nantes,Lens,3,1,H,3.7,3.4,2.05,2025-02-23,ligue_1
Le Havre,Toulouse,1,4,A,4.0,3.4,1.95,2025-02-23,ligue_1
Nice,Montpellier,2,0,H,1.38,5.0,7.5,2025-02-23,ligue_1
Strasbourg,Brest,0,0,D,2.0,3.6,3.6,2025-02-23,ligue_1
Lyon,Paris SG,2,3,A,4.2,4.33,1.7,2025-02-23,ligue_1
Ajax,Go Ahead Eagles,2,0,H,1.57,4.5,5.0,2025-02-23,eredivisie
Twente,Nijmegen,2,0,H,1.6,4.2,5.25,2025-02-23,eredivisie
AZ Alkmaar,For Sittard,1,0,H,1.38,4.75,8.5,2025-02-23,eredivisie
Club Brugge,Standard,1,2,A,1.3,5.5,8.5,2025-02-23,pro_league
Genk,Gent,0,0,D,1.55,3.8,5.5,2025-02-23,pro_league
Anderlecht,St. Gilloise,0,2,A,2.63,3.6,2.4,2025-02-23,pro_league
Kortrijk,Cercle Brugge,1,1,D,3.1,3.25,2.2,2025-02-23,pro_league
Arouca,Farense,2,2,D,1.9,3.4,4.2,2025-02-23,primeira_liga
Estrela,Santa Clara,0,0,D,3.6,3.2,2.1,2025-02-23,primeira_liga
AVS,Sp Lisbon,2,2,D,8.0,5.25,1.33,2025-02-23,primeira_liga
Famalicao,Moreirense,2,0,H,2.2,3.2,3.5,2025-02-23,primeira_liga
Kayserispor,Goztep,1,0,H,3.3,3.25,2.2,2025-02-23,super_lig
Alanyaspor,Ad. Demirspor,3,2,H,1.33,5.5,8.0,2025-02-23,super_lig
Trabzonspor,Gaziantep,3,2,H,1.7,4.1,4.2,2025-02-23,super_lig
Everton,Man United,2,2,D,2.5,3.2,2.9,2025-02-22,premier_league
Arsenal,West Ham,0,1,A,1.27,6.0,10.0,2025-02-22,premier_league
Bournemouth,Wolves,0,1,A,1.53,4.5,5.5,2025-02-22,premier_league
Fulham,Crystal Palace,0,2,A,2.05,3.4,3.7,2025-02-22,premier_league
